Red: Red de Vigilancia y Control de la Contaminación Atmosférica
Estación: 46250302-València Port llit antic Túria
	
FECHA	HORA	PM2.5	SO2	CO	NO	NO2	PM10	Veloc.	Direc.	Temp.	NOx	H.Rel.	Pres.	R.Sol.	Precip.	O3	Veloc.máx.
		µg/m³	µg/m³	mg/m³	µg/m³	µg/m³	µg/m³	m/s	grados	°C	µg/m³	% H.R.	mb	W/m²	l/m²	µg/m³	m/s
02/05/2024	04	1	2	0,1	1	9	3	2,2	229	11,5	10	61	1013	1	0	63	3,7
02/05/2024	05	1	3	0,1	1	13	4	1,8	250	11,3	15	61	1013	1	0	58	3,7
02/05/2024	06	2	2	0,1	1	22	7	1,9	243	11,5	25	61	1014	27	0	47	3,5
02/05/2024	07	3	2	0,1	3	22	12	2,5	244	13,1	26	54	1014	222	0	53	4,7
02/05/2024	08	3	3	0,2	3	17	11	2,6	271	15	22	45	1015	453	0	65	4,7
02/05/2024	09	1	3	0,1	2	10	7	2,9	276	16,6	13	38	1016	678	0	77	5,6
02/05/2024	10	1	2	0,1	2	8	5	2,4	278	18,2	11	32	1016	847	0	79	5
02/05/2024	11	2	3	0,1	13	24	8	3,1	74	18,3	43	38	1016	980	0	67	4,7
02/05/2024	12	2	3	0,1	15	26	6	3,5	98	19	49	41	1015	1000	0	67	5,5
02/05/2024	13	3	5	0,2	14	27	11	3,1	52	20,4	49	36	1015	903	0	63	5,9
02/05/2024	14	2	2	0,1	1	7	10	4,2	252	22,3	9	25	1015	973	0	87	8
02/05/2024	15	2	2	0,1	1	7	13	4,3	243	22,8	9	23	1015	838	0	89	8,8
02/05/2024	16	2	2	0,1	1	8	13	4,3	257	23	10	21	1015	561	0	90	8,2
02/05/2024	17	2	1	0,1	1	9	8	4,3	260	23	11	19	1015	428	0	90	7,6
02/05/2024	18	2	1	0,1	1	10	6	4,4	265	22,6	12	19	1015	208	0	91	7,9
02/05/2024	19	2	1	0,1	1	10	5	3,5	262	21,8	12	20	1016	27	0	89	6,8
02/05/2024	20	2	1	0,1	1	15	6	2,3	253	20,6	17	22	1017	1	0	79	4
02/05/2024	21	3	2	0,1	1	23	9	1,7	250	19,6	25	24	1018	1	0	65	2,8
02/05/2024	22	4	2	0,1	1	24	9	1,8	241	18,1	26	28	1018	1	0	61	3
02/05/2024	23	3	1	0,1	1	16	7	1,8	264	17,3	18	31	1018	1	0	67	3,2
03/05/2024	00	3	1	0,1	1	16	7	1,6	254	16,5	18	32	1018	1	0	65	2,5
03/05/2024	01	3	1	0,1	1	14	7	1,5	244	14,9	16	36	1018	1	0	60	2,3
03/05/2024	02	4	3	0,1	1	18	9	1,8	212	13,6	20	41	1018	1	0	48	2,6
03/05/2024	03	4	4	0,1	1	21	8	0,9	228	13,1	23	43	1019	1	0	43	1,6
03/05/2024	04	3	2	0,1	1	20	10	1,6	220	12,9	22	43	1019	1	0	45	2,2
03/05/2024	05	4	4	0,2	1	35	11	1,5	209	11,6	37	49	1019	1	0	28	2,2
03/05/2024	06	6	10	0,2	4	45	20	1,3	202	11,8	52	50	1019	31	0	18	2
03/05/2024	07	9	18	0,2	61	53	38	1,6	204	13,9	147	47	1020	223	0	18	2,3
03/05/2024	08	9	5	0,1	14	33	41	1,7	217	16,3	55	42	1020	429	0	38	2,9
03/05/2024	09														0		
03/05/2024	10	3	1	0,1	2	10	12	2,5	238	21,1	13	31	1020	787	0	83	5,2
03/05/2024	11	3	1	0,1	2	9	15	3,5	244	21,9	11	28	1020	904	0	91	6,7
03/05/2024	12	3	1	0,1	1	8	12	3,6	250	22,8	10	27	1019	952	0	92	7,2
03/05/2024	13	3	1	0,1	1	7	9	4	251	23,5	9	25	1019	922	0	94	7,2
03/05/2024	14	3	1	0,1	1	7	9	3,8	229	24,6	9	23	1018	839	0	97	7,1
03/05/2024	15	5	3	0,1	9	32	17	5,3	143	20,7	45	50	1018	717	0	75	8,1
03/05/2024	16	7	2	0,1	9	30	22	5,6	138	19,8	43	55	1017	539	0	77	8,8
03/05/2024	17	8	4	0,2	8	33	23	5,5	138	19,5	45	56	1017	374	0	78	8,3
03/05/2024	18	7	3	0,1	5	31	17	4,8	145	19,2	39	62	1017	173	0	78	7,2
03/05/2024	19	7	3	0,1	3	40	15	4	152	18,4	45	67	1017	25	0	66	6
03/05/2024	20	8	2	0,2	5	47	21	1,5	185	18,1	54	74	1017	1	0	48	2,3
03/05/2024	21	12	3	0,2	20	47	39	2,2	360	17,9	78	70	1018	1	0	48	3,7
03/05/2024	22	11	5	0,2	1	13	23	2,4	13	16,7	15	84	1018	1	0	89	3,6
03/05/2024	23	8	3	0,2	1	10	17	1,8	14	16,4	12	86	1018	1	0	91	2,7
04/05/2024	00	9	4	0,2	1	14	19	0,6	7	16,1	16	88	1018	1	0	80	1,1
04/05/2024	01	9	2	0,2	1	18	17	0,1	209	15,5	20	89	1018	1	0	59	0,2
04/05/2024	02	12	2	0,2	1	20	19	0,5	207	14,8	22	89	1018	1	0	42	0,7
04/05/2024	03	14	1	0,2	1	28	23	0,6	225	14,7	30	86	1017	1	0	32	1,3
04/05/2024	04	12	1	0,2	1	31	21	1,2	230	14,7	33	77	1017	1	0	27	2
04/05/2024	05	6	1	0,2	1	21	14	1,8	232	15,2	23	57	1017	1	0	41	2,7
04/05/2024	06	5	2	0,1	1	19	14	1,4	218	16,6	22	50	1017	31	0	48	2,4
04/05/2024	07	4	1	0,1	2	18	14	1,7	222	18,7	21	46	1018	194	0	51	3
04/05/2024	08	3	1	0,1	2	11	10	2,5	214	20,7	14	42	1018	407	0	63	4,3
04/05/2024	09	3	1	0,1	1	9	8	3	217	23,1	11	37	1018	613	0	70	5,2
04/05/2024	10	3	1	0,1	1	7	7	3,4	206	24,7	9	33	1018	773	0	76	5,3
04/05/2024	11	3	1	0,1	1	7	8	2,5	221	26,7	9	30	1017	886	0	81	4,6
04/05/2024	12	2	1	0,2	1	7	7	2,5	216	28,3	9	27	1016	938	0	81	5,3
04/05/2024	13	3	1	0,2	5	20	8	4,2	151	25,7	29	37	1016	941	0	77	6,6
04/05/2024	14	4	1	0,1	2	9	10	5,4	135	23,5	12	42	1016	877	0	94	8,3
04/05/2024	15	7	2	0,2	6	16	17	4,8	129	22,2	26	57	1015	751	0	99	7,1
04/05/2024	16	6	1	0,2	4	23	18	3,3	122	23,6	30	49	1014	558	0	96	5,2
04/05/2024	17	7	2	0,2	33	61	17	3,3	124	23,9	111	48	1014	385	0	61	5,2
04/05/2024	18	9	3	0,2	9	32	19	2,6	25	21,8	45	63	1014	187	0	86	4,2
04/05/2024	19	7	2	0,2	21	22	14	2,7	16	19,1	53	82	1014	27	0	100	4,3
04/05/2024	20	9	1	0,2	4	36	15	3,1	13	17,9	43	92	1015	1	0	85	4,7
04/05/2024	21	9	1	0,2	6	42	16	3,3	15	17,7	50	95	1015	1	0	71	4,8
04/05/2024	22	10	1	0,2	5	36	18	2,5	19	17,7	44	91	1015	1	0	74	3,6
04/05/2024	23	13	2	0,2	1	14	25	1,5	2	17,8	16	86	1015	1	0	92	2,5
05/05/2024	00	14	5	0,2	1	19	27	1,4	336	18,1	21	75	1016	1	0	83	2,2
05/05/2024	01	19	7	0,2	1	22	31	0,7	229	17,6	24	79	1015	1	0	67	1,3
05/05/2024	02	20	5	0,3	1	29	33	0,8	197	16,8	31	81	1015	1	0	47	1,3
05/05/2024	03	18	3	0,3	1	32	28	0,2	215	16,9	34	82	1015	1	0	33	0,8
05/05/2024	04	18	2	0,3	1	29	27	0,1	259	16,7	31	82	1015	1	0	32	0,3
05/05/2024	05	19	2	0,3	2	29	31	0,5	33	16,8	32	87	1015	1	0	30	0,9
05/05/2024	06	23	2	0,3	2	27	36	0,9	356	17,3	30	89	1015	47	0	36	1,4
05/05/2024	07	19	4	0,2	3	24	31	0,2	49	19,1	29	79	1015	151	0	51	0,3
05/05/2024	08	18	6	0,2	5	24	31	0,4	149	21,9	31	62	1015	400	0	50	1
05/05/2024	09	18	5	0,2	14	39	31	1,2	126	22,4	61	59	1015	612	0	44	1,9
05/05/2024	10	19	7	0,2	12	35	42	2,2	115	22	54	59	1015	767	0	50	3
05/05/2024	11	13	4	0,2	9	29	23	3	120	20,6	43	71	1014	794	0	69	4,2
05/05/2024	12	8	3	0,2	3	16	14	3,5	117	20,4	21	76	1014	880	0	97	5
05/05/2024	13	6	2	0,1	4	21	11	4,5	133	22,1	27	58	1013	899	0	100	6,7
05/05/2024	14	5	2	0,1	4	19	10	4,7	135	23,9	25	46	1012	832	0	94	7,2
05/05/2024	15	5	1	0,1	5	23	10	4,4	134	23,7	30	47	1011	599	0	93	6,6
05/05/2024	16	9	2	0,1	9	39	16	3,7	125	21,6	52	66	1010	515	0	83	5,4
05/05/2024	17	8	2	0,1	3	21	14	2,1	128	22,1	26	61	1010	288	0	95	3,7
05/05/2024	18	7	2	0,1	3	29	13	1,2	99	22,7	34	59	1010	199	0	89	2,2
05/05/2024	19	7	2	0,1	2	19	13	1,3	39	21,6	22	60	1010	35	0	101	1,9
05/05/2024	20	8	1	0,1	4	19	14	1,3	20	20,5	26	68	1010	1	0	97	1,9
05/05/2024	21	9	1	0,1	1	11	15	1,6	24	20,1	13	74	1011	1	0	105	2,4
05/05/2024	22	7	1	0,1	1	9	12	2	15	18,9	11	91	1012	1	0	104	3
05/05/2024	23	7	1	0,2	1	9	11	0,8	30	18,7	11	91	1011	1	0	99	1,6
06/05/2024	00	7	1	0,2	1	11	11	0,2	263	19	13	84	1011	1	0	87	0,4
06/05/2024	01	9	1	0,2	1	25	15	0,2	310	19,1	27	84	1011	1	0	57	0,8
06/05/2024	02	9	1	0,2	1	26	16	1,1	213	19,1	28	78	1010	1	0	37	1,7
06/05/2024	03	5	1	0,1	1	21	11	1,4	211	19,5	23	64	1010	1	0	32	2,1
06/05/2024	04	3	1	0,1	1	14	7	1,4	196	19,5	16	61	1010	1	0	37	1,9
06/05/2024	05	4	1	0,1	1	17	10	1,1	203	19,5	19	63	1010	1	0	31	1,8
06/05/2024	06	6	1	0,1	3	30	24	1,4	228	20	34	64	1010	33	0	22	2,4
06/05/2024	07	6	1	0,1	4	28	26	2	238	20,6	35	63	1011	129	0	25	3,2
06/05/2024	08	5	1	0,1	3	19	18	2,5	226	22	24	57	1012	187	0	41	4,5
06/05/2024	09	3	1	0,1	2	11	12	2,6	232	22,5	14	55	1012	248	0	52	4,8
06/05/2024	10	4	1	0,1	1	10	16	2,6	237	23,3	12	51	1012	363	0	57	5
06/05/2024	11	4	1	0,1	2	9	18	3,5	252	24,2	12	46	1012	426	0	67	6,4
06/05/2024	12	4	1	0,1	1	9	11	3,3	262	25,6	11	42	1011	724	0	72	6,2
06/05/2024	13	4	1	0,1	2	9	16	3,9	255	27,1	12	34	1011	845	0	79	7,7
06/05/2024	14	3	1	0,1	1	8	11	3,9	255	28	10	31	1011	833	0	82	8,2
06/05/2024	15	3	1	0,1	1	8	12	3,9	264	28,4	10	26	1010	763	0	86	7,1
06/05/2024	16	4	1	0,1	6	18	9	3,3	205	26,9	27	37	1010	496	0	73	6,4
06/05/2024	17	7	1	0,1	5	17	19	3	25	21,6	25	70	1011	234	0	78	5,4
06/05/2024	18	6	1	0,1	26	36	12	2,3	15	21,4	76	72	1011	137	0	60	3,5
06/05/2024	19	6	1	0,1	7	22	13	2,9	34	20,7	32	76	1012	29	0	72	4,9
06/05/2024	20	7	1	0,2	2	21	12	3,8	41	18,9	24	88	1013	1	0	78	6,5
06/05/2024	21	7	1	0,2	12	38	13	4,4	20	18,7	56	86	1015	1	0	63	7,1
06/05/2024	22	6	2	0,1	10	18	12	3,4	19	18,5	33	80	1015	1	0	66	5,4
06/05/2024	23	5	1	0,1	1	12	12	3	18	18,2	14	82	1016	1	0	65	4,6
07/05/2024	00	7	2	0,1	1	16	15	2,1	16	18	18	85	1016	1	0	56	3,3
07/05/2024	01	8	6	0,2	1	18	21	1	11	18	20	78	1017	1	0	52	1,7
07/05/2024	02	7	5	0,2	1	17	16	1,9	32	17,6	19	87	1017	1	0	52	3,1
07/05/2024	03	6	2	0,2	1	12	11	1,7	71	17,2	14	99	1017	1	0	62	2,9
07/05/2024	04	8	1	0,2	2	15	14	1,2	78	17	18	95	1018	1	0	55	2
07/05/2024	05	5	1	0,1	4	22	13	1,4	54	17	28	80	1018	1	0	51	2,6
07/05/2024	06	7	1	0,2	7	29	15	1,6	348	16,6	40	78	1019	30	0	30	2,4
07/05/2024	07	10	1	0,2	18	38	23	1,6	352	17,9	66	77	1020	204	0	22	2,4
07/05/2024	08	12	2	0,2	15	34	27	1,4	343	19,1	57	74	1020	376	0	33	2,4
07/05/2024	09	12	3	0,2	17	36	27	1,8	173	19,7	63	69	1020	628	0	37	3,1
07/05/2024	10	10	5	0,1	22	37	25	2,9	136	19,6	71	66	1020	769	0	38	4
07/05/2024	11	8	4	0,1	19	36	21	3,9	130	19,2	65	65	1020	893	0	51	5,5
07/05/2024	12	6	2	0,1	18	36	18	4,7	129	19,1	64	65	1020	947	0	61	6,8
07/05/2024	13	5	1	0,1	13	30	14	5,1	131	19,2	49	63	1019	945	0	73	7,3
07/05/2024	14	5	1	0,1	16	32	13	4,6	119	19,1	56	65	1019	878	0	65	6,7
07/05/2024	15	4	1	0,1	18	35	9	4,2	117	19,1	63	63	1018	754	0	64	6
07/05/2024	16	4	1	0,1	14	32	9	4	121	19,2	54	64	1018	559	0	65	5,5
07/05/2024	17	5	2	0,1	29	48	12	3,8	127	19,2	93	64	1018	379	0	48	5,9
07/05/2024	18	6	2	0,1	22	50	14	3,4	142	19,5	83	64	1017	191	0	44	5,3
07/05/2024	19	6	2	0,1	12	56	11	1,2	144	19,4	75	66	1018	30	0	32	2,3
07/05/2024	20	6	1	0,1	5	52	10	0,8	92	18,6	59	69	1019	1	0	37	1,4
07/05/2024	21	5	1	0,1	7	36	9	1,1	37	18,2	46	75	1020	1	0	61	1,8
07/05/2024	22	6	1	0,1	4	26	11	1,4	6	17,9	32	79	1020	1	0	63	2,1
07/05/2024	23	7	1	0,2	1	17	15	1	18	17,6	19	73	1021	1	0	66	1,5
08/05/2024	00	8	1	0,1	2	18	17	0,9	16	17,1	21	79	1021	1	0	58	1,6
08/05/2024	01	8	1	0,2	1	14	18	1,3	333	16,7	16	79	1021	1	0	57	1,9
08/05/2024	02	12	3	0,1	1	17	20	1,2	347	16,5	19	69	1021	1	0	53	1,8
08/05/2024	03	12	6	0,1	1	18	21	0,2	250	15,8	20	70	1021	1	0	45	0,7
08/05/2024	04	13	3	0,1	1	24	22	0,1	272	15,1	26	73	1021	1	0	29	0,4
08/05/2024	05	9	1	0,1	2	31	16	0,1	286	14,5	35	72	1021	1	0	22	0,4
08/05/2024	06	11	3	0,2	26	60	32	1,1	215	15	100	64	1022	35	0	8	1,9
08/05/2024	07	12	3	0,2	20	53	48	1,6	230	16,6	83	52	1022	222	0	24	2,4
08/05/2024	08	12	2	0,2	12	39	49	1,4	252	18,6	57	45	1022	428	0	44	2,3
08/05/2024	09	5	1	0,1	4	18	18	1,1	231	20,8	24	38	1022	639	0	72	2,3
08/05/2024	10	9	2	0,1	16	36	53	2	149	21,3	61	39	1022	795	0	52	3,5
08/05/2024	11	14	3	0,1	34	60	78	3,1	119	20,9	112	45	1022	907	0	39	4,2
08/05/2024	12	8	6	0,1	39	56	30	3,2	117	21,1	115	45	1022	970	0	49	4,1
08/05/2024	13	4	5	0,1	28	43	8	3,6	118	20,8	85	50	1021	969	0	62	4,8
08/05/2024	14	12	3	0,2	30	46	57	3,6	121	20,7	91	54	1021	892	0	58	4,9
08/05/2024	15	15	3	0,2	23	48	81	3,6	123	20,7	82	59	1020	770	0	55	5,3
08/05/2024	16	16	2	0,4	18	43	106	3,9	131	20,5	71	62	1020	576	0	58	5,8
08/05/2024	17	13	2	0,1	14	42	75	3,7	125	19,9	63	69	1020	401	0	63	5,4
08/05/2024	18	5	3	0,1	20	45	12	2,8	115	19,7	75	68	1020	205	0	58	4,1
08/05/2024	19	5	2	0,1	10	38	10	2	81	19	54	69	1020	34	0	60	3,1
08/05/2024	20	4	1	0,1	4	25	9	1,7	42	17,9	31	74	1020	1	0	72	2,7
08/05/2024	21	8	2	0,1	18	51	11	1,8	18	17,7	78	77	1021	1	0	45	2,6
08/05/2024	22	5	1	0,1	1	9	9	1,7	358	17,6	11	77	1021	1	0	85	2,6
08/05/2024	23	5	1	0,1	1	11	9	1,6	332	17,3	13	71	1021	1	0	78	2,3
09/05/2024	00	4	1	0,1	1	14	9	1,4	352	17,3	17	62	1021	1	0	70	2,1
09/05/2024	01	5	1	0,1	1	15	13	1	346	16,8	18	65	1020	1	0	59	1,7
09/05/2024	02	5	1	0,1	1	15	10	1,5	343	16,3	17	72	1020	1	0	59	2,3
09/05/2024	03	6	1	0,1	1	15	12	2	324	15,5	17	69	1020	1	0	56	3
09/05/2024	04	8	5	0,1	1	16	16	1,9	326	15,6	18	74	1020	1	0	63	3,1
09/05/2024	05	8	4	0,1	1	27	20	1	241	15	29	72	1020	1	0	39	1,5
09/05/2024	06	11	2	0,1	10	47	28	0,4	239	15,7	62	68	1020	37	0	13	1,1
09/05/2024	07	16	2	0,2	24	50	63	1,2	241	17,3	87	64	1021	219	0	22	2,2
09/05/2024	08	13	3	0,2	11	37	36	0,9	202	19,2	54	64	1021	424	0	50	1,7
09/05/2024	09	11	4	0,2	26	48	37	1,1	123	21	89	60	1021	630	0	43	1,9
09/05/2024	10	11	4	0,2	25	45	37	2,3	109	20,3	83	61	1020	790	0	52	3,1
09/05/2024	11	7	3	0,2	28	45	14	2,9	115	20,8	88	62	1020	906	0	58	3,8
09/05/2024	12	6	3	0,2	26	43	12	3,7	118	20,8	83	62	1020	961	0	64	5,2
09/05/2024	13	6	3	0,2	14	33	12	4,4	120	20,9	54	64	1019	955	0	74	6,1
09/05/2024	14	7	3	0,2	14	33	21	4,9	121	21,2	55	65	1019	868	0	75	7,1
09/05/2024	15	14	3	0,2	22	47	70	5	124	21,6	81	61	1018	726	0	52	7,7
09/05/2024	16	18	3	0,2	25	52	98	4,4	127	21,6	90	61	1017	555	0	47	7
09/05/2024	17	13	2	0,2	20	46	55	4,3	123	21,1	77	64	1017	365	0	52	6,4
09/05/2024	18	12	5	0,2	31	53	27	3,6	123	20,7	101	66	1017	124	0	47	5,6
09/05/2024	19	7	2	0,2	10	36	16	2,7	119	20,2	51	69	1018	45	0	59	4
09/05/2024	20	8	1	0,2	22	60	15	2,1	107	19,9	93	69	1018	1	0	36	3,2
09/05/2024	21	7	1	0,2	4	39	15	1,6	16	19,6	45	68	1019	1	0	55	2,5
09/05/2024	22	7	1	0,1	1	9	14	2,4	10	19,2	12	72	1019	1	0	87	3,5
09/05/2024	23	7	1	0,2	1	10	13	2,8	12	18,9	12	76	1019	1	0	79	4,5
10/05/2024	00	8	1	0,2	1	12	15	3,1	14	18,4	14	83	1019	1	0	74	5,1
10/05/2024	01	8	1	0,2	1	13	15	2,6	8	18,4	16	81	1018	1	0	71	4,1
10/05/2024	02	10	4	0,2	1	16	19	1,5	335	18	18	65	1018	1	0	62	2,4
10/05/2024	03	7	5	0,1	1	12	12	1,6	314	18	14	60	1018	1	0	67	2,4
10/05/2024	04	9	4	0,1	1	16	15	0,7	286	17,2	18	65	1018	1	0	52	1,3
10/05/2024	05	11	3	0,2	1	24	21	0,2	269	16,7	26	68	1018	2	0	32	0,4
10/05/2024	06	15	2	0,3	19	45	37	0,3	210	17,5	75	66	1019	50	0	11	0,7
10/05/2024	07	16	5	0,2	24	54	46	0,3	214	21,1	91	53	1019	246	0	21	0,8
10/05/2024	08	8	8	0,1	19	39	18	1,2	50	20,7	68	53	1019	393	0	50	1,9
10/05/2024	09	7	10	0,1	18	38	15	1,3	58	21	66	55	1020	587	0	55	2,2
10/05/2024	10	11	13	0,2	17	35	26	2,1	81	20,8	60	62	1020	786	0	67	3
10/05/2024	11	9	10	0,2	12	29	20	2	80	21,4	47	64	1020	859	0	74	2,7
10/05/2024	12	7	7	0,1	17	38	14	2,3	96	22	64	56	1020	945	0	72	3,3
10/05/2024	13	8	6	0,2	12	33	15	2,8	96	21	51	74	1020	912	0	76	4,3
10/05/2024	14	9	6	0,2	15	38	14	2,9	103	21,2	60	70	1019	886	0	72	5
10/05/2024	15	5	5	0,1	11	31	9	3,5	107	20,8	48	66	1019	760	0	76	5,7
10/05/2024	16	4	5	0,1	29	36	7	3,5	111	20,7	80	66	1018	568	0	75	5,6
10/05/2024	17	5	7	0,1	36	65	9	3	109	20,9	120	61	1018	398	0	41	4,8
10/05/2024	18	5	4	0,1	23	52	9	2	81	21,1	88	62	1018	201	0	60	3,7
10/05/2024	19	4	2	0,1	4	26	6	1,6	36	19,7	32	73	1018	29	0	82	2,5
10/05/2024	20	4	2	0,1	3	39	6	1,8	21	19	44	76	1018	1	0	66	2,7
10/05/2024	21	4	2	0,2	18	41	6	2,2	18	18,8	68	75	1019	1	0	67	2,9
10/05/2024	22	5	3	0,1	22	24	6	1,8	13	18,8	59	74	1019	1	0	86	2,4
10/05/2024	23	3	1	0,1	1	11	5	1,1	29	18,6	13	76	1019	1	0	98	1,8
11/05/2024	00	6	1	0,2	2	19	9	0,7	25	18,2	21	77	1019	1	0	78	1,4
11/05/2024	01	8	1	0,2	2	19	15	0,6	6	17,9	22	70	1019	1	0	64	1,1
11/05/2024	02	9	2	0,2	1	19	14	0,8	316	17,5	21	67	1018	1	0	65	1,2
11/05/2024	03	10	1	0,2	1	19	20	0,2	254	16,6	21	72	1018	1	0	46	0,6
11/05/2024	04	10	1	0,2	1	23	21	0,2	239	16,1	24	67	1017	1	0	38	0,7
11/05/2024	05	9	1	0,1	1	23	20	0,2	233	15,3	25	66	1018	2	0	30	0,6
11/05/2024	06	9	2	0,2	3	31	22	0,7	207	15,8	35	63	1018	42	0	27	1,2
11/05/2024	07	11	2	0,2	8	36	27	1	216	18,1	48	56	1019	235	0	33	1,8
11/05/2024	08	9	2	0,2	6	27	23	0,8	192	20,3	36	48	1019	423	0	53	1,5
11/05/2024	09	8	7	0,1	13	39	21	1,3	125	21,3	58	47	1019	619	0	51	1,8
11/05/2024	10	10	10	0,1	18	45	20	2	115	21	73	53	1019	777	0	49	2,7
11/05/2024	11	9	6	0,1	9	23	13	2,3	121	20,9	37	56	1019	832	0	85	2,9
11/05/2024	12	7	3	0,1	4	20	10	3,1	117	20,6	26	64	1019	978	0	96	4,1
11/05/2024	13	7	4	0,1	6	31	10	3	106	21	40	60	1018	661	0	81	4,5
11/05/2024	14	6	5	0,1	6	26	10	2,3	93	21,3	34	62	1019	732	0	86	3,4
11/05/2024	15	4	3	0,1	2	9	7	2,6	79	20,9	12	67	1018	724	0	106	3,8
11/05/2024	16	4	4	0,1	6	26	6	2,5	93	21,1	36	65	1018	448	0	83	3,8
11/05/2024	17	7	6	0,2	38	49	9	2,6	101	20,5	108	73	1018	279	0	62	4,4
11/05/2024	18	4	3	0,1	4	28	6	2,1	105	20,1	34	78	1017	167	0	87	3,2
11/05/2024	19	4	2	0,1	3	18	6	1,5	69	19,6	23	83	1018	54	0	100	2,5
11/05/2024	20	4	2	0,2	5	16	6	1,2	49	18,9	23	88	1018	1	0	93	1,9
11/05/2024	21	4	2	0,2	1	14	6	1,1	22	18,7	16	93	1018	1	0	92	1,8
11/05/2024	22	4	1	0,2	1	8	6	1,1	20	18,6	10	94	1018	1	0	94	1,7
11/05/2024	23	4	1	0,1	1	7	6	1	31	18,5	9	96	1018	1	0	96	1,6
12/05/2024	00	5	1	0,2	1	9	8	0,8	40	18,4	11	98	1018	1	0	100	1,4
12/05/2024	01	5	1	0,1	1	9	7	0,7	56	18,3	11	97	1017	1	0	102	1,1
12/05/2024	02	5	1	0,2	1	9	6	0,7	48	18,2	12	98	1017	1	0	96	1,1
12/05/2024	03	16	2	0,2	1	12	20	0,5	356	17,8	14	97	1017	1	0	72	1
12/05/2024	04	19	1	0,2	1	15	22	0,2	28	17,7	17	95	1017	1	0	65	0,4
12/05/2024	05	16	2	0,2	1	21	20	0,3	307	17,3	23	92	1017	1	0	43	0,7
12/05/2024	06	15	1	0,2	2	24	23	0,1	237	17,2	27	84	1017	18	0	22	0,3
12/05/2024	07	16	1	0,2	3	23	23	0,7	290	19,5	28	77	1017	231	0	40	1,3
12/05/2024	08	16	2	0,1	3	18	19	1	351	20,5	23	77	1017	329	0	66	1,8
12/05/2024	09	12	2	0,1	3	18	16	1,5	72	20,2	23	79	1017	525	0	74	2
12/05/2024	10	8	3	0,1	2	13	11	2,2	80	20,3	16	79	1018	775	0	89	3,3
12/05/2024	11	9	3	0,1	4	17	12	2,6	86	20,4	22	80	1018	867	0	86	4,1
12/05/2024	12	8	4	0,1	4	13	11	2,6	81	20,7	19	78	1017	939	0	90	3,7
12/05/2024	13	6	4	0,1	2	11	8	2,6	81	20,9	15	73	1017	939	0	99	4
12/05/2024	14	4	3	0,1	2	8	6	2,7	78	21	10	72	1016	841	0	101	4
12/05/2024	15	3	2	0,1	1	7	5	2,6	78	20,9	9	78	1016	701	0	95	4
12/05/2024	16	3	2	0,1	1	7	5	2,6	75	20,7	9	85	1015	503	0	97	4
12/05/2024	17	3	2	0,1	2	8	4	2,5	76	20,6	12	87	1015	328	0	93	4
12/05/2024	18	3	2	0,1	2	12	5	2,3	59	20,7	16	79	1015	200	0	101	4
12/05/2024	19	3	1	0,1	1	8	5	2,3	41	19,9	11	83	1015	28	0	111	3,7
12/05/2024	20	4	1	0,1	3	17	5	1,8	30	19,5	21	87	1016	1	0	105	3,1
12/05/2024	21	3	1	0,1	1	8	4	1,5	34	19,3	10	90	1016	1	0	110	2,6
12/05/2024	22	3	1	0,1	1	7	4	1,2	33	19,2	9	92	1016	1	0	109	1,9
12/05/2024	23	8	2	0,1	1	7	10	1	3	19,3	9	90	1016	1	0	105	1,6
13/05/2024	00	4	2	0,1	1	8	6	0,9	352	19,3	10	88	1016	1	0	98	1,4
13/05/2024	01	4	2	0,1	1	8	6	1,1	342	19,3	10	87	1015	1	0	95	1,5
13/05/2024	02	5	2	0,1	1	10	7	0,8	359	19,3	12	78	1015	1	0	83	1,2
13/05/2024	03	5	2	0,1	1	13	8	0,6	16	19,4	15	74	1015	1	0	74	1
13/05/2024	04	6	1	0,1	2	15	9	0,6	353	19,2	17	72	1015	1	0	67	1,3
13/05/2024	05	6	2	0,1	2	22	11	0,1	77	18,9	25	72	1015	1	0	56	0,2
13/05/2024	06	11	2	0,1	13	43	24	0,1	244	19,1	62	75	1014	41	0	25	0,5
13/05/2024	07	11	2	0,2	12	46	22	0,5	300	21,4	64	64	1014	213	0	31	1,2
13/05/2024	08	11	2	0,2	7	35	22	0,9	248	21,8	46	62	1015	392	0	56	2
13/05/2024	09	10	3	0,2	11	34	20	1	282	23,4	51	56	1014	600	0	63	1,8
13/05/2024	10	13	3	0,2	23	47	21	2,6	116	21,3	83	74	1014	729	0	51	3,5
13/05/2024	11	16	4	0,2	27	48	22	3	110	21,3	90	76	1014	843	0	45	4,1
13/05/2024	12	8	4	0,2	15	34	11	3,1	108	21,5	58	77	1013	900	0	70	4,7
13/05/2024	13	6	2	0,1	9	26	10	3,6	107	21	40	82	1012	887	0	93	5,2
13/05/2024	14	5	3	0,1	12	28	7	3,5	105	21,2	47	80	1012	716	0	84	5,2
13/05/2024	15	4	2	0,1	14	28	8	3,2	102	20,8	49	85	1011	388	0	75	4,7
13/05/2024	16	4	2	0,1	10	25	7	2,6	85	20,7	41	87	1010	348	0	79	3,8
13/05/2024	17	4	1	0,1	11	30	7	2	66	20,7	46	85	1009	257	0	75	3,6
13/05/2024	18	4	1	0,1	15	33	7	2,1	34	20,5	56	87	1009	154	0	77	3,4
