Red: Red de Vigilancia y Control de la Contaminación Atmosférica
Estación: 46250302-València Port llit antic Túria
	
FECHA	HORA	PM2.5	SO2	CO	NO	NO2	PM10	Veloc.	Direc.	Temp.	NOx	H.Rel.	Pres.	R.Sol.	Precip.	O3	Veloc.máx.
		µg/m³	µg/m³	mg/m³	µg/m³	µg/m³	µg/m³	m/s	grados	°C	µg/m³	% H.R.	mb	W/m²	l/m²	µg/m³	m/s
04/03/2024	06	3	1	0,1	1	13	5	2	223	9,3	15	64	1011	1	0	48	3,4
04/03/2024	07	3	1	0,1	1	18	6	2,2	234	9,6	20	64	1011	6	0	43	4,4
04/03/2024	08	3	1	0,1	2	16	9	3,6	257	11,4	18	60	1011	147	0	50	6,7
04/03/2024	09	4	1	0,2	3	16	10	2,6	264	13,4	20	55	1012	272	0	52	5,3
04/03/2024	10	3	1	0,2	3	15	10	2,2	257	14,7	19	54	1012	297	0	55	3,8
04/03/2024	11	4	1	0,2	2	14	15	2,8	231	15,1	17	55	1012	290	0	52	4,8
04/03/2024	12	3	1	0,2	2	9	13	3,8	218	15,9	13	55	1012	340	0	58	6,6
04/03/2024	13	4	1	0,2	2	9	22	4,2	237	16,6	11	54	1012	385	0	61	7,8
04/03/2024	14	2	1	0,2	1	8	8	4,6	261	17,4	11	50	1011	295	0	62	7,5
04/03/2024	15	2	1	0,2	1	10	9	2,4	245	17,9	12	49	1011	167	0	59	4,7
04/03/2024	16	3	1	0,2	1	13	13	1,7	202	18,1	16	49	1010	64	0	54	2,8
04/03/2024	17	4	1	0,2	9	36	19	1,3	195	18	49	50	1010	22	0	33	2,3
04/03/2024	18	4	1	0,2	3	29	14	1,6	214	18,2	34	49	1010	14	0	38	3,6
04/03/2024	19	3	1	0,2	1	12	10	3,5	258	18,1	14	49	1011	1	0	62	6,8
04/03/2024	20	2	1	0,2	1	10	6	2,8	248	16,9	12	56	1012	1	0	59	5,3
04/03/2024	21	3	1	0,2	1	13	5	2,6	252	16,1	15	60	1012	1	0	53	4,9
04/03/2024	22	3	1	0,2	1	10	6	3,2	260	16,2	12	59	1012	1	0	60	5,6
04/03/2024	23	3	1	0,2	1	10	5	4,1	261	15,9	12	59	1013	1	0	59	7
05/03/2024	00	3	1	0,2	1	7	6	3,7	255	15,2	9	61	1013	1	0	61	6,4
05/03/2024	01	3	2	0,2	1	7	5	3	251	14,3	9	64	1014	1	0	57	5,2
05/03/2024	02	3	1	0,2	1	6	5	2	251	13,6	8	66	1014	1	0	54	3,6
05/03/2024	03	3	1	0,2	1	7	6	1,5	237	13	9	67	1014	1	0	53	2,5
05/03/2024	04	4	1	0,1	1	9	7	1,5	260	12,4	11	68	1015	1	0	53	2,9
05/03/2024	05	4	1	0,2	1	8	6	2	245	11,7	10	68	1015	1	0	49	3,3
05/03/2024	06	5	1	0,1	1	16	8	1,7	247	10,9	18	69	1015	1	0	38	3,1
05/03/2024	07	6	1	0,1	3	36	13	1,3	245	10,2	42	69	1015	6	0	17	2,1
05/03/2024	08	10	1	0,3	17	42	37	1,5	241	11,7	69	64	1017	120	0	13	2,6
05/03/2024	09	13	2	0,3	22	43	51	1,7	253	13,8	77	53	1018	359	0	23	2,9
05/03/2024	10	8	1	0,3	10	24	27	1,9	239	15,6	39	44	1019	564	0	52	3,4
05/03/2024	11	4	1	0,2	3	11	13	1,6	228	17	15	38	1019	707	0	68	3,1
05/03/2024	12	3	1	0,2	8	20	10	1,5	150	18,1	33	35	1018	791	0	64	3,2
05/03/2024	13	5	2	0,2	29	39	16	2,3	106	18,2	84	37	1018	799	0	43	3,2
05/03/2024	14	4	2	0,2	19	35	8	2,7	112	17,9	64	40	1017	737	0	54	3,7
05/03/2024	15	4	2	0,2	22	38	12	3,6	117	17,2	72	48	1017	605	0	53	5
05/03/2024	16	7	2	0,2	29	51	32	4,5	130	16	95	55	1016	421	0	50	6,5
05/03/2024	17	9	2	0,2	18	49	41	5	146	15,4	76	60	1015	203	0	49	7,4
05/03/2024	18	8	1	0,2	6	40	24	4,7	145	14,7	50	65	1016	30	0	54	6,8
05/03/2024	19	9	1	0,2	8	43	16	3,9	146	13,9	55	74	1016	1	0	46	5,9
05/03/2024	20	8	1	0,2	7	38	16	1,8	212	13,9	49	77	1017	1	0	50	3,2
05/03/2024	21	9	1	0,3	2	40	19	0,8	326	13,5	43	78	1017	1	0	44	1,1
05/03/2024	22	11	2	0,3	1	28	20	2,1	305	12,7	30	83	1018	1	0	52	3,1
05/03/2024	23	11	2	0,2	1	21	19	2,7	327	11,9	23	76	1018	1	0	58	4,2
06/03/2024	00	8	2	0,2	1	15	14	2,2	320	12,1	17	72	1018	1	0	68	3,4
06/03/2024	01	6	2	0,2	1	11	10	1,5	300	12,1	13	70	1018	1	0	68	2,1
06/03/2024	02	10	2	0,2	1	15	16	1,3	269	11,3	17	70	1018	1	0	54	2
06/03/2024	03	9	1	0,2	1	15	15	1,2	263	10,4	17	71	1017	1	0	52	1,9
06/03/2024	04	7	1	0,1	1	13	11	1	262	9,9	15	66	1017	1	0	47	1,6
06/03/2024	05	6	1	0,1	1	14	9	1,1	275	9,8	16	63	1017	1	0	46	2
06/03/2024	06	6	1	0,1	1	23	11	0,8	276	9,5	25	62	1017	1	0	34	1,5
06/03/2024	07	6	1	0,2	4	37	14	0,9	233	8,7	43	60	1017	6	0	16	1,4
06/03/2024	08	8	1	0,2	16	44	26	1,2	256	10,4	69	54	1017	122	0	14	1,9
06/03/2024	09	9	1	0,3	18	38	30	1,3	276	12,3	66	48	1018	366	0	25	2,1
06/03/2024	10	9	3	0,3	14	35	28	0,6	272	15,6	57	45	1019	566	0	40	1,4
06/03/2024	11	6	6	0,2	21	35	15	1,4	63	15,7	68	51	1019	707	0	52	2,3
06/03/2024	12	7	4	0,2	21	33	19	1,9	102	15,4	65	61	1019	788	0	58	2,8
06/03/2024	13	8	3	0,2	26	43	24	2,2	119	15,3	83	63	1018	799	0	51	2,9
06/03/2024	14	6	3	0,2	20	37	12	2,4	116	15,1	67	66	1016	738	0	60	3,2
06/03/2024	15	9	2	0,2	23	40	26	2,7	116	15	76	68	1015	611	0	55	3,9
06/03/2024	16	11	3	0,2	24	44	44	2,6	117	15	80	68	1015	423	0	53	3,7
06/03/2024	17	11	6	0,3	28	55	37	2,4	115	15	98	69	1014	207	0	42	3,3
06/03/2024	18	7	4	0,2	21	51	13	2,1	119	14,4	82	78	1015	31	0	46	3,1
06/03/2024	19	7	2	0,3	28	54	13	1,3	77	14	97	85	1015	1	0	39	2,2
06/03/2024	20	6	2	0,2	5	32	11	1,3	27	14	40	87	1015	1	0	60	2
06/03/2024	21	7	1	0,2	8	42	12	2,2	12	13,8	54	88	1014	1	0	49	3,1
06/03/2024	22	16	3	0,3	60	54	22	2,3	8	13,4	146	84	1014	1	0	38	3,4
06/03/2024	23	14	3	0,2	1	20	20	1,9	346	13	22	83	1014	1	0	64	3,1
07/03/2024	00	14	2	0,3	1	18	18	1,4	328	12,9	20	82	1014	1	0	66	2,2
07/03/2024	01	12	2	0,3	1	13	16	1,3	320	13	15	79	1014	1	0	70	2,1
07/03/2024	02	12	2	0,3	1	14	17	1,4	284	12,7	16	76	1013	1	0	59	2,1
07/03/2024	03	12	2	0,2	1	14	17	1,3	324	12,6	16	76	1012	1	0	60	2
07/03/2024	04	14	3	0,2	1	12	20	1,4	313	12,5	14	74	1011	1	0	61	2,2
07/03/2024	05	16	5	0,2	1	14	22	1,6	338	12,4	16	76	1010	1	0	61	2,5
07/03/2024	06	15	4	0,2	1	16	21	1,2	309	12,5	18	78	1010	1	0	56	2
07/03/2024	07	14	4	0,2	2	27	23	1,4	322	12,5	29	80	1011	5	0	43	2,3
07/03/2024	08	14	4	0,2	4	36	27	1,6	323	13,1	42	77	1011	102	0	37	2,6
07/03/2024	09	16	6	0,1	9	31	29	2	349	13,6	45	81	1010	190	0	45	3,2
07/03/2024	10	10	5	0,2	19	35	18	1,8	90	15,1	64	81	1010	553	0	48	2,6
07/03/2024	11	17	6	0,2	28	40	31	2,9	114	14,8	83	77	1010	697	0	44	3,9
07/03/2024	12	13	4	0,2	22	39	23	3	116	14,8	73	74	1010	653	0	53	3,9
07/03/2024	13	9	5	0,1	20	36	16	2,6	107	15,2	67	70	1009	796	0	60	3,6
07/03/2024	14	11	5	0,2	10	25	23	2,5	79	15,1	41	77	1008	665	0	74	4
07/03/2024	15	6	4	0,2	13	25	15	3	83	15,3	45	78	1007	491	0	69	4,5
07/03/2024	16	4	3	0,1	12	27	13	3,1	81	14,9	45	78	1005	304	0	67	4,6
07/03/2024	17	5	3	0,1	12	30	17	2,5	71	14,5	49	78	1005	74	0	62	4,4
07/03/2024	18	5	3	0,1	10	29	12	2,6	49	14	45	83	1004	11	0	64	4,7
07/03/2024	19	5	2	0,1	17	35	12	2,5	41	14	60	85	1004	1	0	57	4,3
07/03/2024	20	5	2	0,1	3	21	9	2,2	42	14	25	86	1003	1	0	69	3,7
07/03/2024	21	6	3	0,1	10	52	11	2,7	18	14,2	67	89	1004	1	0	33	4,1
07/03/2024	22	8	3	0,1	11	37	14	2,6	21	13,8	54	92	1003	1	0	46	4,2
07/03/2024	23	8	2	0,1	1	11	15	2,1	346	13,6	13	94	1003	1	0	72	4,3
08/03/2024	00	10	3	0,2	1	12	17	1,6	288	13,4	14	94	1003	1	0,2	63	2,8
08/03/2024	01	6	2	0,1	1	11	8	2,7	274	13,1	12	82	1003	1	0	67	4,7
08/03/2024	02	2	3	0,1	1	7	5	2,8	248	13,3	9	62	1003	1	0	79	5,6
08/03/2024	03	2	3	0,1	1	7	4	3,2	247	12,3	9	62	1001	1	0	77	6,6
08/03/2024	04	1	3	0,1	1	8	2	2,1	227	11,1	10	64	1001	1	0	75	3,8
08/03/2024	05	1	2	0,1	1	9	2	2,1	234	10,5	11	65	1001	1	0	73	3,9
08/03/2024	06	1	1	0,1	1	10	2	1,5	244	9,8	12	67	1001	1	0	66	2,9
08/03/2024	07	2	2	0,1	1	20	5	2,4	222	9,9	22	66	1001	6	0	53	4,4
08/03/2024	08	3	1	0,1	2	17	9	2,7	240	11,7	20	60	1001	136	0	58	5,6
08/03/2024	09														0		
08/03/2024	10	2	1	0,2	1	8	9	4,1	240	13,7	10	51	1009	269	0	71	8,6
08/03/2024	11	2	2	0,2	1	7	10	4,6	246	14,6	9	49	1009	302	0	72	8,6
08/03/2024	12	2	3	0,2	1	7	9	4,9	241	15,7	9	47	1009	599	0	73	8,7
08/03/2024	13	2	2	0,2	1	8	7	3,9	254	16,5	10	45	1009	370	0	72	7,3
08/03/2024	14	2	3	0,2	1	7	9	5,2	248	17	9	40	1008	558	0	74	9,7
08/03/2024	15	3	2	0,2	1	7	10	4,6	244	17,3	9	37	1008	516	0	74	8,9
08/03/2024	16	4	1	0,2	1	7	10	4,2	242	17,2	9	37	1008	230	0	74	8
08/03/2024	17	4	2	0,2	1	8	11	3,4	247	17,3	10	38	1008	154	0	71	6,4
08/03/2024	18	2	1	0,2	1	9	6	3,8	253	16,7	11	40	1008	30	0	72	7,1
08/03/2024	19	2	2	0,2	1	11	6	3	251	15,5	13	43	1009	1	0	69	5,8
08/03/2024	20	9	3	0,2	1	20	13	1,6	217	14,4	22	44	1008	1	0	56	2,7
08/03/2024	21	4	3	0,2	1	23	7	2	197	13,6	25	46	1008	1	0	56	3,3
08/03/2024	22	4	3	0,2	1	17	7	1,9	213	13,1	19	47	1008	1	0	60	3,1
08/03/2024	23	4	3	0,2	1	15	6	2,3	206	12,8	17	47	1008	1	0	67	3,8
09/03/2024	00	4	3	0,2	1	16	8	1,3	228	12,4	18	48	1007	1	0	61	2,1
09/03/2024	01	4	4	0,2	1	17	7	1,6	199	12,2	19	49	1005	1	0	59	2,5
09/03/2024	02	4	2	0,2	1	13	7	1,5	190	12,2	15	54	1004	1	0	60	2,1
09/03/2024	03	4	3	0,2	1	16	6	0,4	235	12	18	60	1002	1	0	51	0,9
09/03/2024	04	4	2	0,2	1	22	7	0,3	289	12,1	24	61	1001	1	0	37	0,5
09/03/2024	05	5	2	0,3	1	22	9	1,3	296	12,2	24	59	1001	1	0	40	2
09/03/2024	06	6	2	0,3	1	21	10	0,9	211	11,1	23	63	1000	1	0	30	1,5
09/03/2024	07	7	2	0,2	2	25	13	0,2	214	10,1	28	71	999	6	0	18	0,7
09/03/2024	08	9	2	0,3	5	32	17	0,9	187	10,9	40	69	998	61	0	14	1,3
09/03/2024	09	6	2	0,2	10	31	12	0,8	202	14,2	46	58	998	77	0	33	1,6
09/03/2024	10	5	2	0,3	2	18	11	3,3	274	12,8	21	71	1000	141	0,2	52	6,3
09/03/2024	11	2	2	0,3	1	13	4	3,8	276	12,7	15	65	1000	180	0	71	7
09/03/2024	12	1	2	0,2	1	12	4	2,8	260	11,8	15	71	1000	136	0,4	72	5,3
09/03/2024	13	2	2	0,3	1	14	4	2,5	232	9,6	16	85	1000	68	2	66	4,9
09/03/2024	14	3	2	0,2	2	14	5	2,6	218	9,1	17	85	997	147	0,2	66	4,7
09/03/2024	15	2	1	0,2	1	10	3	3,3	224	10,2	12	76	997	122	0	71	5,9
09/03/2024	16	1	2	0,2	2	9	2	4,1	230	10,7	12	70	996	133	0	74	7,4
09/03/2024	17	1	2	0,2	5	10	2	3,5	228	11,9	16	66	996	146	0	70	7
09/03/2024	18	1	2	0,3	1	8	2	4,7	227	12,4	11	62	997	30	0	73	9,2
09/03/2024	19	1	2	0,2	1	9	3	3,5	233	11,8	11	62	997	1	0	68	6,9
09/03/2024	20	3	1	0,2	1	11	4	2	237	11,3	13	63	998	1	0	64	4
09/03/2024	21	2	2	0,2	1	10	3	3,3	237	11,1	12	60	998	1	0	67	6,5
09/03/2024	22	1	2	0,2	1	9	2	4,1	230	10,4	11	63	998	1	0	70	7,2
09/03/2024	23	1	1	0,2	1	8	2	3,8	233	10,1	10	63	999	1	0	72	7,4
10/03/2024	00	1	1	0,2	1	8	2	3,7	223	9,5	10	65	999	1	0	72	6,7
10/03/2024	01	2	2	0,2	1	7	3	2,6	237	9,8	9	64	1000	1	0	75	5,7
10/03/2024	02	1	2	0,2	1	7	2	2,5	200	10	9	62	1000	1	0	74	4,8
10/03/2024	03	1	1	0,1	1	7	2	2,3	184	10,2	9	62	999	1	0	73	3,8
10/03/2024	04	2	1	0,1	1	8	3	2,6	216	9,9	9	64	999	1	0	70	4,7
10/03/2024	05	1	3	0,2	1	7	2	3,4	208	10,3	9	63	999	1	0	70	5,5
10/03/2024	06	1	2	0,2	1	8	2	4	211	10,8	10	62	999	1	0	69	6,4
10/03/2024	07	1	2	0,2	1	7	3	3,4	208	11,3	9	62	1000	9	0	70	5,4
10/03/2024	08	2	1	0,1	1	8	3	2,5	213	11,6	10	62	1001	45	0	67	4,6
10/03/2024	09	2	2	0,1	1	7	3	2,7	209	13,5	9	57	1001	326	0	71	5
10/03/2024	10	2	3	0,1	1	6	4	3,6	231	15,5	8	51	1002	529	0	77	6,7
10/03/2024	11	2	2	0,1	1	6	4	4	250	16,5	8	48	1002	464	0	78	7,2
10/03/2024	12	2	3	0,1	1	6	4	4,5	254	17	8	47	1002	237	0	77	9,2
10/03/2024	13	2	2	0,2	1	7	5	5,3	257	16,9	9	47	1002	480	0	75	10
10/03/2024	14	2	2	0,1	1	6	3	4,8	252	17,2	8	48	1002	755	0	76	8,6
10/03/2024	15	2	3	0,1	1	6	3	3,3	272	16,8	8	54	1002	325	0	77	6,5
10/03/2024	16	1	3	0,1	1	7	3	3,8	260	18,2	9	43	1003	367	0	79	8,2
10/03/2024	17	1	1	0,1	1	7	3	4,9	261	17,3	9	43	1003	132	0	80	9,3
10/03/2024	18	1	2	0,2	1	8	3	3,2	246	16,4	10	49	1004	53	0	76	6,4
10/03/2024	19	3	3	0,2	1	12	6	1,8	246	15,1	14	54	1006	1	0	64	3,1
10/03/2024	20	3	2	0,2	1	15	5	1,9	242	14,3	17	59	1007	1	0	59	3,2
10/03/2024	21	3	2	0,2	1	13	4	2,2	244	14,4	15	54	1008	1	0	63	4,2
10/03/2024	22	1	2	0,1	1	11	3	2,8	261	14,5	13	53	1009	1	0	67	4,9
10/03/2024	23	1	2	0,1	1	10	3	2,6	256	13,8	12	56	1010	1	0	68	4,7
11/03/2024	00	1	2	0,2	1	9	2	3	263	13,5	11	57	1010	1	0	68	5,3
11/03/2024	01	2	2	0,2	1	8	3	2,8	262	13,2	10	59	1011	1	0	64	5,1
11/03/2024	02	2	1	0,1	1	7	3	2,6	255	13	9	60	1011	1	0	66	4,9
11/03/2024	03	3	1	0,1	1	7	5	2,7	255	12,5	9	62	1011	1	0	65	5,1
11/03/2024	04	3	1	0,2	1	6	4	3,2	256	12,1	8	63	1011	1	0	64	6
11/03/2024	05	2	1	0,1	1	8	3	2	241	11,6	10	64	1012	1	0	58	4
11/03/2024	06	2	1	0,1	1	14	4	1,4	212	10,8	16	65	1013	1	0	48	2,4
11/03/2024	07	3	1	0,1	2	25	7	1,3	232	11,3	28	63	1014	11	0	35	2,3
11/03/2024	08	5	1	0,1	5	30	13	1,8	240	12,6	37	58	1015	156	0	35	3,2
11/03/2024	09	6	1	0,2	5	22	16	2	250	14,4	30	51	1016	407	0	46	3,8
11/03/2024	10	3	1	0,2	3	14	9	2,7	271	16,3	19	42	1017	607	0	61	4,7
11/03/2024	11	2	1	0,1	1	8	5	3	277	17,8	11	33	1017	749	0	74	5,4
11/03/2024	12	2	1	0,1	1	8	8	3,7	273	19	10	30	1017	833	0	77	7,2
11/03/2024	13	2	1	0,1	1	8	9	4,5	271	19,7	10	28	1016	852	0	78	8,4
11/03/2024	14	2	1	0,1	2	9	7	3,9	285	20,4	11	27	1017	779	0	77	7,2
11/03/2024	15	2	1	0,1	2	9	5	3,3	302	21,4	12	24	1017	616	0	77	6,3
11/03/2024	16	3	1	0,1	2	8	18	4	306	21,3	10	23	1017	429	0	79	6,7
11/03/2024	17	2	1	0,1	2	11	6	3,6	314	21	14	24	1018	208	0	73	6,1
11/03/2024	18	2	1	0,1	2	16	6	2,6	315	20	18	24	1018	32	0	68	4,5
11/03/2024	19	3	1	0,1	1	20	6	2,3	301	18,9	22	27	1020	1	0	63	3,6
11/03/2024	20	4	1	0,2	1	32	10	2	254	18	34	29	1020	1	0	44	3,6
11/03/2024	21	4	1	0,1	1	21	8	2,7	273	17,2	23	31	1021	1	0	58	4,3
11/03/2024	22	4	1	0,1	1	22	7	1,7	260	16,4	24	34	1022	1	0	51	2,7
11/03/2024	23	4	1	0,1	1	21	8	2,1	271	16	23	35	1022	1	0	54	3,3
12/03/2024	00	4	1	0,1	1	19	8	1,8	295	15,3	21	38	1022	1	0	52	2,9
12/03/2024	01	4	1	0,1	1	14	6	1,8	284	14,5	16	41	1023	1	0	54	2,8
12/03/2024	02	2	1	0,1	1	9	4	2,4	296	14,6	11	43	1022	1	0	63	3,6
12/03/2024	03	3	1	0,1	1	10	7	1,8	248	13,1	12	49	1022	1	0	53	2,8
12/03/2024	04	5	1	0,1	1	15	10	1,5	232	11,5	17	54	1022	1	0	42	2,4
12/03/2024	05	5	1	0,1	1	21	9	1,6	227	10,8	23	56	1022	1	0	33	2,5
12/03/2024	06	4	1	0,1	1	29	11	1,4	226	10,3	31	58	1022	1	0	24	2,2
12/03/2024	07	8	1	0,2	19	48	23	1,2	224	9,9	77	60	1022	11	0	6	1,9
12/03/2024	08	10	1	0,3	29	49	36	0,8	266	13,6	93	51	1024	164	0	14	1,4
12/03/2024	09	8	1	0,4	26	46	31	0,5	279	16,6	85	44	1025	412	0	25	1,1
12/03/2024	10	8	2	0,3	50	52	28	1,3	118	16,3	129	46	1025	609	0	21	2
12/03/2024	11	6	3	0,3	36	42	14	2,1	121	15,4	96	57	1025	751	0	32	2,8
12/03/2024	12	6	4	0,3	35	41	12	2,5	120	15,6	94	56	1025	833	0	36	3,3
12/03/2024	13	4	3	0,3	28	36	10	3,3	115	15,9	79	54	1025	843	0	47	4,7
12/03/2024	14	6	2	0,3	31	39	26	3,8	123	15,8	86	59	1024	779	0	49	5,4
12/03/2024	15	7	2	0,3	39	46	28	3,8	122	15,7	106	63	1024	646	0	48	5,6
12/03/2024	16	6	1	0,3	57	53	18	3,7	121	15,7	140	65	1023	461	0	47	5,3
12/03/2024	17	5	1	0,3	34	50	13	3,3	119	15,5	102	66	1023	233	0	48	4,7
12/03/2024	18	5	2	0,3	43	66	11	2,1	99	15,6	132	62	1023	44	0	27	3,5
12/03/2024	19	8	3	0,3	88	78	17	1,7	18	14,6	213	72	1023	1	0	16	2,6
12/03/2024	20	10	1	0,3	22	67	17	2,3	14	14	100	77	1023	1	0	23	3,2
12/03/2024	21	9	1	0,3	8	44	19	2	4	13,7	55	75	1024	1	0	39	2,9
12/03/2024	22	12	1	0,3	8	40	25	1,6	4	13,4	52	71	1024	1	0	42	2,4
12/03/2024	23	9	1	0,3	1	28	17	1,4	342	12,9	30	69	1024	1	0	49	2
13/03/2024	00	6	1	0,2	1	23	11	1,4	310	12,5	24	68	1023	1	0	53	1,9
13/03/2024	01	8	1	0,3	1	26	13	1,1	275	12,1	28	69	1022	1	0	41	1,5
13/03/2024	02	13	1	0,3	1	23	20	1,1	261	11,1	25	69	1022	1	0	39	1,7
13/03/2024	03	14	1	0,2	1	17	22	1,2	254	10,5	19	69	1021	1	0	42	1,9
13/03/2024	04	8	1	0,2	1	15	14	1,2	245	9,8	16	71	1021	1	0	41	1,7
13/03/2024	05	11	1	0,2	1	26	23	0,9	248	9,1	28	73	1020	1	0	23	1,4
13/03/2024	06	10	1	0,2	4	39	20	0,8	195	8	45	76	1020	1	0	9	1,3
13/03/2024	07	13	1	0,3	38	47	30	0,8	216	8,2	106	77	1020	21	0	3	1,3
13/03/2024	08	17	2	0,4	74	55	48	0,3	191	10,9	168	68	1021	135	0	5	0,8
13/03/2024	09	20	3	0,5	70	55	54	0,1	233	14,3	162	58	1022	351	0	9	0,4
13/03/2024	10	19	8	0,4	131	67	46	0,8	92	15,5	268	53	1022	600	0	7	1,5
13/03/2024	11	21	9	0,4	104	68	44	1,7	115	14,7	227	59	1022	679	0	12	2,2
13/03/2024	12	9	4	0,3	19	37	22	2,1	109	15,6	67	61	1022	837	0	57	2,7
13/03/2024	13	8	2	0,3	31	45	15	2,5	117	15,5	92	69	1021	849	0	54	3,3
13/03/2024	14	8	3	0,3	24	43	13	2,7	120	15,4	79	74	1020	796	0	56	3,5
13/03/2024	15	8	2	0,3	22	43	14	3,1	117	15,1	77	77	1019	617	0	59	4,2
13/03/2024	16	8	2	0,3	25	44	17	3,5	122	15	82	82	1019	465	0	58	4,8
13/03/2024	17	9	3	0,3	21	50	35	2,7	129	15,6	82	76	1019	248	0	43	3,9
13/03/2024	18	6	2	0,3	22	55	16	2,1	122	15,1	89	79	1019	48	0	42	2,9
13/03/2024	19	6	1	0,3	27	62	13	1,1	107	14,3	103	84	1019	1	0	36	1,7
13/03/2024	20	6	1	0,3	11	46	10	0,8	28	13,9	63	86	1019	1	0	46	1,3
13/03/2024	21	7	1	0,3	2	29	11	1,1	350	13,5	33	90	1020	1	0	61	1,6
13/03/2024	22	11	1	0,3	1	29	18	1	338	13,1	31	88	1020	1	0	59	1,5
13/03/2024	23	12	1	0,3	1	25	20	0,3	338	12,8	27	86	1020	1	0	57	0,6
14/03/2024	00	13	1	0,3	1	29	19	0,1	272	11,8	31	88	1020	1	0	32	0,1
14/03/2024	01	17	2	0,4	8	53	28	0,2	221	10,5	65	91	1020	1	0	3	0,7
14/03/2024	02	19	1	0,4	6	47	34	0,2	244	10,1	56	90	1019	1	0	3	0,5
14/03/2024	03	19	1	0,2	2	38	30	0,1	250	9,9	41	89	1018	1	0	12	0,5
14/03/2024	04	18	1	0,3	1	28	26	0,6	245	9,7	30	88	1018	1	0	16	1,3
14/03/2024	05	14	1	0,2	1	26	22	0,4	232	8,8	28	86	1018	1	0	15	0,9
14/03/2024	06	16	1	0,2	13	34	28	0,7	203	8	53	87	1018	1	0	6	1,5
14/03/2024	07	17	1	0,2	29	46	34	0,9	207	8,3	90	86	1018	17	0	4	1,6
14/03/2024	08	17	3	0,3	38	47	34	0,6	223	11,6	104	74	1019	175	0	8	1,3
14/03/2024	09	13	3	0,3	19	35	28	1,2	210	14,8	64	64	1020	405	0	35	2,2
14/03/2024	10	10	3	0,3	26	39	20	1,8	132	15,4	78	68	1020	585	0	41	2,6
14/03/2024	11	13	4	0,3	40	46	25	2,6	112	14,8	108	79	1020	718	0	33	3,4
14/03/2024	12	13	4	0,3	39	47	20	2,3	107	15,4	107	79	1019	789	0	35	3,2
14/03/2024	13	13	3	0,3	16	30	25	2,5	81	15,4	55	77	1019	783	0	61	3,7
14/03/2024	14	10	4	0,3	13	29	17	2,2	80	15,9	49	79	1018	711	0	66	3,4
14/03/2024	15	9	3	0,3	14	32	18	1,7	53	17,1	54	73	1018	585	0	68	2,7
14/03/2024	16	6	3	0,3	11	29	11	2,2	18	16,5	45	79	1018	364	0	74	3,3
14/03/2024	17	6	2	0,3	13	29	11	3,2	14	15,6	49	87	1017	184	0	76	4,3
14/03/2024	18	7	2	0,3	13	34	12	2,7	12	15,2	54	89	1018	47	0	69	3,8
14/03/2024	19	13	4	0,4	72	69	24	1,8	10	15,7	180	84	1018	1	0	29	2,4
14/03/2024	20	13	3	0,4	24	67	27	1,1	24	16,1	104	74	1018	1	0	20	1,7
14/03/2024	21	10	2	0,3	9	44	17	1,1	59	14,7	57	93	1019	1	0	50	1,9
14/03/2024	22	9	2	0,3	3	27	15	0,5	53	14,5	32	95	1019	1	0	68	1
14/03/2024	23	9	3	0,3	5	49	15	0,1	56	14,2	56	95	1019	1	0	39	0,2
15/03/2024	00	9	2	0,3	3	36	14	0,1	294	13,8	41	97	1019	1	0	44	0,1
15/03/2024	01	13	1	0,3	2	47	21	1,2	217	13,4	50	96	1019	1	0	19	1,9
15/03/2024	02	20	2	0,3	2	45	31	1,4	212	13,2	49	91	1019	1	0	15	2,2
15/03/2024	03	15	3	0,3	1	29	25	1,6	231	14,9	31	74	1019	1	0	30	2,9
15/03/2024	04	9	4	0,2	1	18	15	1,5	230	16	20	63	1019	1	0	52	2,9
15/03/2024	05	5	3	0,2	1	14	11	1,2	220	15,6	16	62	1019	1	0	54	2,1
15/03/2024	06	14	4	0,3	7	32	21	0,8	41	14,1	43	82	1020	1	0	31	1,4
15/03/2024	07	32	3	0,3	18	44	44	0,3	89	13,5	72	97	1020	17	0	13	0,8
15/03/2024	08	18	4	0,2	41	54	45	1,6	211	15,2	116	69	1021	179	0	9	2,6
15/03/2024	09	13	4	0,2	17	35	41	1,9	228	18	62	57	1021	424	0	29	3,2
15/03/2024	10	8	4	0,1	5	19	24	2	219	21	27	46	1021	623	0	57	3,5
15/03/2024	11	6	4	0,1	2	11	14	2,1	215	22,9	14	39	1022	762	0	72	3,9
15/03/2024	12	8	4	0,1	23	41	21	2,7	146	23,3	76	42	1021	820	0	49	4,2
15/03/2024	13	10	4	0,1	23	43	23	3,2	116	21,1	78	53	1021	839	0	55	4,5
15/03/2024	14	9	4	0,1	26	48	24	3,3	122	20,6	88	55	1021	772	0	47	4,8
15/03/2024	15	11	5	0,1	30	53	45	3,9	128	19,7	98	59	1020	642	0	41	5,6
15/03/2024	16	10	4	0,1	30	56	40	4,1	130	19,2	101	62	1020	418	0	40	6,5
15/03/2024	17	12	10	0,1	94	85	41	3,7	127	18,7	229	63	1020	196	0	15	5,9
15/03/2024	18	15	9	0,1	46	84	57	2,5	127	18,1	154	67	1021	44	0	15	4,1
15/03/2024	19	13	8	0,1	74	82	29	1,2	98	18,1	196	66	1021	1	0	16	2,4
15/03/2024	20	11	8	0,1	22	72	19	1,9	19	17,5	105	70	1022	1	0	20	2,9
