Red: Red de Vigilancia y Control de la Contaminación Atmosférica
Estación: 46250050-València - Bulevard Sud
	
FECHA	HORA	SO2	NO	NO2	NOx	O3
		µg/m³	µg/m³	µg/m³	µg/m³	µg/m³
30/01/2024	08	4	94	46	191	3
30/01/2024	09	5	111	54	225	3
30/01/2024	10	4	88	55	189	4
30/01/2024	11	3	48	55	127	8
30/01/2024	12	3	48	56	131	7
30/01/2024	13	3	37	57	114	10
30/01/2024	14	3	30	57	103	11
30/01/2024	15	3	23	50	86	14
30/01/2024	16	3	28	55	97	13
30/01/2024	17	3	17	49	75	20
30/01/2024	18	3	17	63	88	13
30/01/2024	19	3	18	70	97	4
30/01/2024	20	5	24	72	109	3
30/01/2024	21	3	27	75	116	3
30/01/2024	22	3	10	33	49	27
30/01/2024	23	3	4	22	28	34
31/01/2024	00	3	4	11	16	43
31/01/2024	01	3	4	10	15	45
31/01/2024	02	3	3	10	15	43
31/01/2024	03	3	3	8	14	43
31/01/2024	04	3	3	8	13	46
31/01/2024	05	3	3	8	13	49
31/01/2024	06	3	4	23	29	34
31/01/2024	07	3	22	47	81	15
31/01/2024	08	3	24	54	91	14
31/01/2024	09	4	16	48	73	22
31/01/2024	10	4	10	30	45	39
31/01/2024	11	3	6	19	29	51
31/01/2024	12	3	6	20	30	50
31/01/2024	13	3	7	26	38	49
31/01/2024	14	3	8	25	38	52
31/01/2024	15	3	10	39	54	39
31/01/2024	16	3	13	52	72	28
31/01/2024	17	3	9	49	63	28
31/01/2024	18	3	6	46	55	30
31/01/2024	19	3	24	68	105	8
31/01/2024	20	3	22	64	99	4
31/01/2024	21	4	67	59	161	3
31/01/2024	22	3	49	44	119	3
31/01/2024	23	3	29	43	87	4
01/02/2024	00	3	5	31	39	5
01/02/2024	01	3	8	27	39	5
01/02/2024	02	3	5	19	26	8
01/02/2024	03	3	3	16	20	9
01/02/2024	04	3	6	14	23	3
01/02/2024	05	4	7	15	26	3
01/02/2024	06	4	16	22	46	3
01/02/2024	07	6	56	26	111	3
01/02/2024	08	8	72	33	143	3
01/02/2024	09	8	83	36	163	4
01/02/2024	10	5	33	28	77	12
01/02/2024	11	3	13	16	35	25
01/02/2024	12	6	17	26	52	29
01/02/2024	13	3	11	24	42	44
01/02/2024	14	4	5	10	16	66
01/02/2024	15	3	4	6	13	69
01/02/2024	16	4	8	22	34	57
01/02/2024	17	3	13	46	67	39
01/02/2024	18	3	29	81	125	9
01/02/2024	19	3	7	57	67	22
01/02/2024	20	3	6	60	70	12
01/02/2024	21	4	52	73	153	4
01/02/2024	22	4	81	66	191	3
01/02/2024	23	4	82	56	182	3
02/02/2024	00	4	87	49	181	3
02/02/2024	01	3	16	38	63	3
02/02/2024	02	3	5	27	35	5
02/02/2024	03	3	3	19	24	6
02/02/2024	04	3	6	21	29	4
02/02/2024	05	4	27	21	63	3
02/02/2024	06	5	57	26	114	3
02/02/2024	07	6	115	36	212	3
02/02/2024	10	4	73	47	160	7
02/02/2024	11	3	29	33	78	25
02/02/2024	12	3	7	10	20	49
02/02/2024	13	3	7	12	24	49
02/02/2024	14	3	9	14	28	48
02/02/2024	15	3	7	13	23	58
02/02/2024	16	3	7	13	23	57
02/02/2024	17	3	10	26	41	46
02/02/2024	18	3	6	26	34	42
02/02/2024	19	3	9	39	53	25
02/02/2024	20	3	15	50	73	7
02/02/2024	21	3	50	54	130	3
02/02/2024	22	3	47	47	118	3
02/02/2024	23	3	54	37	121	3
03/02/2024	00	3	30	32	78	3
03/02/2024	01	3	6	35	44	5
03/02/2024	02	3	6	31	40	5
03/02/2024	03	3	4	13	20	13
03/02/2024	04	3	6	19	28	6
03/02/2024	05	4	3	14	19	7
03/02/2024	06	5	7	19	30	5
03/02/2024	07	4	4	21	27	9
03/02/2024	08	5	18	29	56	5
03/02/2024	09	5	32	28	76	8
03/02/2024	10	4	18	19	47	18
03/02/2024	11	3	10	16	31	31
03/02/2024	12	3	10	17	32	42
03/02/2024	13	3	6	14	22	54
03/02/2024	14	3	5	10	18	67
03/02/2024	15	3	4	6	12	74
03/02/2024	16	3	4	5	10	73
03/02/2024	17	3	5	18	25	63
03/02/2024	18	3	9	36	50	46
03/02/2024	19	3	42	72	135	9
03/02/2024	20	3	55	79	163	3
03/02/2024	21	4	70	67	175	3
03/02/2024	22	3	44	58	124	3
03/02/2024	23	3	11	45	62	5
04/02/2024	00	3	3	28	33	13
04/02/2024	01	3	7	32	42	5
04/02/2024	02	3	6	31	41	5
04/02/2024	03	3	3	18	23	14
04/02/2024	04	3	3	14	18	16
04/02/2024	05	3	5	15	22	14
04/02/2024	06	3	4	19	24	7
04/02/2024	07	3	15	25	48	3
04/02/2024	08	4	17	25	52	6
04/02/2024	09	4	20	26	56	13
04/02/2024	10	4	10	17	32	30
04/02/2024	11	3	5	7	14	46
04/02/2024	12	3	4	8	14	53
04/02/2024	13	3	5	11	18	56
04/02/2024	14	3	5	9	16	61
04/02/2024	15	3	4	5	10	75
04/02/2024	16	3	4	5	10	79
04/02/2024	17	3	4	12	17	74
04/02/2024	18	3	4	24	29	57
04/02/2024	19	3	18	43	70	28
04/02/2024	20	3	34	75	128	5
04/02/2024	21	3	32	60	109	3
04/02/2024	22	3	48	51	124	3
04/02/2024	23	3	32	54	104	3
05/02/2024	00	3	14	36	57	3
05/02/2024	01	3	11	35	51	3
05/02/2024	02	3	6	24	33	6
05/02/2024	03	3	3	20	24	5
05/02/2024	04	4	8	25	37	7
05/02/2024	05	4	9	24	38	8
05/02/2024	06	5	27	35	75	3
05/02/2024	07	7	91	41	181	3
05/02/2024	08	8	108	48	214	3
05/02/2024	09	8	100	58	210	4
05/02/2024	10	6	75	56	171	9
05/02/2024	11	3	23	32	67	28
05/02/2024	12	3	16	29	54	39
05/02/2024	13	3	7	18	30	57
05/02/2024	14	3	5	15	23	65
05/02/2024	15	3	6	13	22	68
05/02/2024	16	3	9	34	48	53
05/02/2024	17	3	30	83	129	14
05/02/2024	18	3	21	69	101	19
05/02/2024	19	3	18	66	94	17
05/02/2024	20	3	9	49	63	27
05/02/2024	21	3	15	57	80	10
05/02/2024	22	3	60	61	153	1
05/02/2024	23	4	82	56	181	1
06/02/2024	00	3	48	48	122	1
06/02/2024	01	3	31	46	94	1
06/02/2024	02	3	18	34	62	1
06/02/2024	03	3	7	28	39	4
06/02/2024	04	3	7	30	40	2
06/02/2024	05	3	16	32	56	1
06/02/2024	06	3	40	34	95	1
06/02/2024	07	4	84	42	171	1
06/02/2024	08	6	134	56	260	1
06/02/2024	09	5	125	52	243	1
06/02/2024	10	4	83	47	173	3
06/02/2024	11	4	45	48	115	10
06/02/2024	12	3	24	42	79	19
06/02/2024	13	3	36	55	110	23
06/02/2024	14	4	30	57	103	25
06/02/2024	15	3	18	42	70	34
06/02/2024	16	3	14	42	63	29
06/02/2024	17	3	8	37	49	34
06/02/2024	18	3	21	70	102	9
06/02/2024	19	3	32	74	123	1
06/02/2024	20	4	90	73	210	1
06/02/2024	21	4	102	69	226	1
06/02/2024	22	4	74	57	170	1
06/02/2024	23	3	48	51	125	1
07/02/2024	00	3	13	45	65	1
07/02/2024	01	3	13	41	61	1
07/02/2024	02	3	13	37	56	2
07/02/2024	03	3	3	13	18	20
07/02/2024	04	5	3	10	15	30
07/02/2024	05	3	3	4	9	37
07/02/2024	06	3	3	8	13	28
07/02/2024	07	3	8	29	41	12
07/02/2024	08	3	3	19	24	22
07/02/2024	09	3	3	6	11	36
07/02/2024	10	3	3	4	9	44
07/02/2024	11	3	4	4	9	49
07/02/2024	12	3	4	4	9	54
07/02/2024	13	3	4	4	9	58
07/02/2024	14	3	4	4	9	61
07/02/2024	15	3	4	4	9	63
07/02/2024	16	3	4	4	9	61
07/02/2024	17	3	4	6	12	53
07/02/2024	18	3	4	6	12	55
07/02/2024	19	3	4	4	10	58
07/02/2024	20	3	4	4	10	56
07/02/2024	21	3	4	4	10	52
07/02/2024	22	3	4	6	12	48
07/02/2024	23	3	4	11	16	39
08/02/2024	00	3	4	7	12	42
08/02/2024	01	3	4	4	9	49
08/02/2024	02	3	3	4	9	50
08/02/2024	03	3	3	4	9	47
08/02/2024	04	3	3	4	9	50
08/02/2024	05	3	3	4	9	49
08/02/2024	06	3	3	4	9	47
08/02/2024	07	3	3	5	10	44
08/02/2024	08	3	3	8	13	38
08/02/2024	09	3	3	5	10	44
08/02/2024	10	3	4	4	9	48
08/02/2024	11	3	4	4	9	51
08/02/2024	12	3	4	4	9	52
08/02/2024	13	3	4	4	9	55
08/02/2024	14	3	4	4	9	57
08/02/2024	15	3	4	4	9	56
08/02/2024	16	3	6	12	20	52
08/02/2024	17	3	5	21	28	42
08/02/2024	18	3	7	31	41	37
08/02/2024	19	3	15	57	79	11
08/02/2024	20	3	4	10	16	49
08/02/2024	21	3	4	10	16	53
08/02/2024	22	3	4	4	9	74
08/02/2024	23	3	4	4	9	73
09/02/2024	00	3	4	4	10	67
09/02/2024	01	3	4	4	9	67
09/02/2024	02	3	4	4	10	65
09/02/2024	03	3	4	5	10	59
09/02/2024	04	3	4	6	12	52
09/02/2024	05	3	7	22	33	27
09/02/2024	06	3	13	33	52	15
09/02/2024	07	3	34	51	104	3
09/02/2024	08	3	28	46	89	4
09/02/2024	09	3	23	41	76	7
09/02/2024	10	3	30	41	86	13
09/02/2024	11	3	17	28	54	25
09/02/2024	12	3	20	23	54	31
09/02/2024	13	3	6	16	25	39
09/02/2024	14	3	7	23	33	35
09/02/2024	15	3	9	21	35	38
09/02/2024	16	3	4	17	23	43
09/02/2024	17	3	6	38	48	20
09/02/2024	18	3	7	40	52	11
09/02/2024	19	3	4	23	29	19
09/02/2024	20	3	4	22	27	19
09/02/2024	21	3	3	13	19	23
09/02/2024	22	3	3	6	12	28
09/02/2024	23	3	3	4	9	57
10/02/2024	00	3	3	4	9	70
10/02/2024	01	3	3	4	9	69
10/02/2024	02	5	3	4	9	75
10/02/2024	03	3	3	4	9	82
10/02/2024	04	3	3	4	9	80
10/02/2024	05	3	3	4	9	75
10/02/2024	06	3	3	4	9	72
10/02/2024	07	3	3	4	9	69
10/02/2024	08	3	3	4	9	68
10/02/2024	09	3	3	4	9	65
10/02/2024	10	3	3	4	9	64
10/02/2024	11	3	4	4	9	66
10/02/2024	12	3	4	4	9	68
10/02/2024	13	3	4	4	10	75
10/02/2024	14	3	4	4	9	78
10/02/2024	15	3	4	4	10	80
10/02/2024	16	3	4	4	10	78
10/02/2024	17	3	4	4	10	78
10/02/2024	18	3	4	4	10	76
10/02/2024	19	3	4	4	9	74
10/02/2024	20	3	3	4	9	74
10/02/2024	21	3	3	4	9	67
10/02/2024	22	3	3	4	9	67
10/02/2024	23	3	3	4	9	61
11/02/2024	00	3	3	4	9	60
11/02/2024	01	3	3	4	9	63
11/02/2024	02	3	3	4	9	64
11/02/2024	03	3	3	4	9	64
11/02/2024	04	3	3	4	9	60
11/02/2024	05	3	3	4	8	64
11/02/2024	06	3	3	4	8	56
11/02/2024	07	3	3	10	14	44
11/02/2024	08	3	3	5	9	47
11/02/2024	09	3	3	4	8	51
11/02/2024	10	3	3	4	9	65
11/02/2024	11	3	3	4	9	68
11/02/2024	12	3	3	4	9	68
11/02/2024	13	3	3	4	9	68
11/02/2024	14	3	4	4	9	64
11/02/2024	15	3	4	4	9	66
11/02/2024	16	3	4	4	9	66
11/02/2024	17	3	4	4	9	65
11/02/2024	18	3	4	4	9	62
11/02/2024	19	3	3	4	9	66
11/02/2024	20	3	3	4	9	66
11/02/2024	21	3	3	4	9	67
11/02/2024	22	3	3	4	9	65
11/02/2024	23	3	3	4	9	62
12/02/2024	00	3	3	4	9	58
12/02/2024	01	3	3	7	12	47
12/02/2024	02	3	3	4	9	44
12/02/2024	03	3	3	10	15	30
12/02/2024	04	3	3	11	16	28
12/02/2024	05	3	4	14	20	24
12/02/2024	06	3	42	40	104	1
12/02/2024	07	3	49	41	117	3
12/02/2024	08	6	200	60	366	1
12/02/2024	09	3	7	13	25	35
12/02/2024	10	3	3	4	9	50
12/02/2024	11	3	4	4	9	62
12/02/2024	12	3	4	4	9	65
12/02/2024	13	3	4	4	9	64
12/02/2024	14	3	4	4	9	67
12/02/2024	15	3	4	4	9	71
12/02/2024	16	3	4	4	9	73
12/02/2024	17	3	4	4	10	73
12/02/2024	18	3	4	6	12	69
12/02/2024	19	3	4	15	20	57
12/02/2024	20	3	4	21	27	45
12/02/2024	21	3	4	16	22	45
12/02/2024	22	3	4	8	13	52
12/02/2024	23	3	4	12	17	44
13/02/2024	00	3	4	7	12	50
13/02/2024	01	3	4	4	10	51
13/02/2024	02	3	4	4	9	58
13/02/2024	03	3	4	4	9	59
13/02/2024	04	3	4	4	10	53
13/02/2024	05	3	4	4	10	46
13/02/2024	06	3	6	25	33	20
13/02/2024	07	3	27	48	89	2
13/02/2024	08	3	18	36	64	8
13/02/2024	09	3	26	35	74	15
13/02/2024	10	3	10	15	30	34
13/02/2024	11	3	5	6	14	48
13/02/2024	12	3	4	5	10	57
13/02/2024	13	3	4	4	10	61
13/02/2024	14	3	4	4	10	62
13/02/2024	15	3	4	4	10	63
13/02/2024	16	3	4	4	9	62
13/02/2024	17	3	9	23	36	44
13/02/2024	18	3	11	34	50	32
13/02/2024	19	3	8	36	49	34
13/02/2024	20	3	10	52	68	20
13/02/2024	21	4	12	63	82	12
13/02/2024	22	3	19	63	93	7
13/02/2024	23	3	16	60	85	1
14/02/2024	00	3	25	59	97	1
14/02/2024	01	3	25	48	87	1
14/02/2024	02	3	16	36	61	2
14/02/2024	03	3	9	30	43	2
14/02/2024	04	3	24	26	62	1
14/02/2024	05	3	45	25	94	1
14/02/2024	06	3	51	26	104	1
14/02/2024	07	5	146	38	262	1
14/02/2024	08	6	156	49	289	1
14/02/2024	09	4	107	49	213	3
14/02/2024	10	3	28	29	73	13
14/02/2024	11	3	28	34	77	16
14/02/2024	12	3	39	49	108	14
14/02/2024	13	4	62	61	156	8
14/02/2024	14	3	36	55	110	11
14/02/2024	15	3	15	36	59	27
14/02/2024	16	3	17	49	75	21
14/02/2024	17	3	31	63	111	7
14/02/2024	18	4	47	70	142	2
14/02/2024	19	3	36	69	123	1
14/02/2024	20	3	47	68	140	1
14/02/2024	21	3	63	65	162	1
14/02/2024	22	3	72	57	168	2
14/02/2024	23	4	78	45	164	1
15/02/2024	00	3	54	34	117	1
15/02/2024	01	3	41	31	94	1
15/02/2024	02	3	23	26	61	2
15/02/2024	03	3	12	24	42	2
15/02/2024	04	3	35	25	79	1
15/02/2024	05	3	23	26	61	1
15/02/2024	06	3	42	26	90	1
15/02/2024	07	4	92	31	173	1
15/02/2024	08	4	96	36	182	1
15/02/2024	09	5	113	37	210	1
15/02/2024	10	3	52	41	120	4
15/02/2024	11	3	29	34	78	14
15/02/2024	12	4	32	44	94	20
15/02/2024	13	5	22	38	72	31
15/02/2024	14	10	17	29	55	38
15/02/2024	15	5	7	16	26	53
15/02/2024	16	3	9	26	39	51
15/02/2024	17	3	4	24	30	50
15/02/2024	18	3	10	48	63	24
15/02/2024	19	3	15	41	65	27
15/02/2024	20	3	8	37	49	30
15/02/2024	21	3	5	40	47	28
15/02/2024	22	3	4	21	28	45
15/02/2024	23	3	4	10	15	50
16/02/2024	00	3	4	22	27	24
16/02/2024	01	3	3	26	31	16
16/02/2024	02	3	3	17	22	22
16/02/2024	03	3	3	23	28	6
16/02/2024	04	3	3	12	17	19
16/02/2024	05	3	8	18	30	10
16/02/2024	06	3	11	25	42	6
16/02/2024	07	3	25	34	73	6
16/02/2024	08	3	30	44	90	4
16/02/2024	09	3	23	54	90	6
16/02/2024	11	3	8	31	44	29
16/02/2024	12	3	12	34	52	39
16/02/2024	13	3	10	24	38	45
16/02/2024	14	3	18	38	66	34
16/02/2024	15	3	8	23	35	54
16/02/2024	16	3	7	24	35	51
16/02/2024	17	3	5	18	25	57
16/02/2024	18	3	4	18	23	54
16/02/2024	19	3	7	42	53	29
16/02/2024	20	3	7	37	48	31
16/02/2024	21	3	4	47	52	14
16/02/2024	22	3	5	46	53	7
16/02/2024	23	3	4	37	44	7
17/02/2024	00	3	4	27	32	10
17/02/2024	01	3	3	9	14	48
17/02/2024	02	3	3	4	9	60
17/02/2024	03	3	3	7	12	40
17/02/2024	04	3	3	13	18	24
17/02/2024	05	3	3	6	11	35
17/02/2024	06	3	3	7	11	35
17/02/2024	07	3	3	25	30	19
17/02/2024	08	3	9	37	50	9
17/02/2024	09	3	21	42	73	9
17/02/2024	10	3	15	26	49	27
17/02/2024	11	3	4	5	11	56
17/02/2024	12	3	4	6	12	67
17/02/2024	13	3	4	5	11	72
17/02/2024	14	3	5	12	19	71
17/02/2024	15	4	19	39	69	43
17/02/2024	16	3	4	8	14	73
17/02/2024	17	3	4	8	13	74
17/02/2024	18	3	4	8	14	67
17/02/2024	19	3	4	15	21	58
17/02/2024	20	3	7	35	45	31
17/02/2024	21	3	36	71	126	2
17/02/2024	22	3	34	61	113	1
17/02/2024	23	3	16	48	73	3
18/02/2024	00	3	11	41	58	5
18/02/2024	01	3	28	47	89	3
18/02/2024	02	3	7	27	38	7
18/02/2024	03	3	6	28	37	5
18/02/2024	04	3	3	21	26	6
18/02/2024	05	3	8	23	36	6
18/02/2024	06	3	3	15	19	16
18/02/2024	07	3	3	19	24	13
18/02/2024	08	3	4	22	28	16
18/02/2024	09	3	5	10	17	27
18/02/2024	10	3	4	5	11	36
18/02/2024	11	3	4	4	10	50
18/02/2024	12	3	4	6	12	56
18/02/2024	13	3	4	6	11	67
18/02/2024	14	3	4	5	11	69
18/02/2024	15	3	4	4	9	78
18/02/2024	16	3	4	4	9	78
18/02/2024	17	3	4	7	12	73
18/02/2024	18	3	5	22	29	54
18/02/2024	19	3	4	19	25	52
18/02/2024	20	3	5	21	29	51
18/02/2024	21	3	5	30	37	34
18/02/2024	22	3	14	54	75	8
18/02/2024	23	3	7	45	56	7
19/02/2024	00	3	10	39	54	2
19/02/2024	01	3	5	24	33	16
19/02/2024	02	3	3	15	20	14
19/02/2024	03	3	3	13	18	17
19/02/2024	04	3	3	14	19	18
19/02/2024	05	3	5	16	23	11
19/02/2024	06	3	26	29	69	2
19/02/2024	07	6	159	45	288	1
19/02/2024	08	8	214	55	383	1
19/02/2024	09	8	194	71	367	2
19/02/2024	10	7	78	64	184	9
19/02/2024	11	7	20	29	59	36
19/02/2024	12	7	13	25	45	45
19/02/2024	13	5	13	25	45	49
19/02/2024	14	4	12	25	44	49
19/02/2024	15	3	7	17	29	58
19/02/2024	16	3	8	24	37	53
19/02/2024	17	3	5	18	24	63
19/02/2024	18	3	4	29	35	49
19/02/2024	19	3	9	55	68	25
19/02/2024	20	3	35	76	129	2
19/02/2024	21	3	43	77	143	1
19/02/2024	22	3	45	64	134	1
19/02/2024	23	3	32	53	101	1
20/02/2024	00	3	8	40	52	3
20/02/2024	01	3	4	30	37	10
20/02/2024	02	3	3	28	34	4
20/02/2024	03	3	3	22	27	9
20/02/2024	04	3	4	24	30	11
20/02/2024	05	3	7	25	35	5
20/02/2024	06	3	19	38	67	1
20/02/2024	07	3	61	51	144	1
20/02/2024	08	5	105	59	219	2
20/02/2024	09	4	65	53	154	8
20/02/2024	10	3	8	14	26	41
20/02/2024	11	3	9	19	32	45
20/02/2024	12	4	14	25	46	50
20/02/2024	13	5	9	16	30	59
20/02/2024	14	4	7	12	23	60
20/02/2024	15	3	8	12	25	59
20/02/2024	16	3	6	17	27	59
20/02/2024	17	5	6	19	28	56
20/02/2024	18	3	6	27	35	51
20/02/2024	19	3	10	54	69	26
20/02/2024	20	3	8	40	52	38
20/02/2024	21	3	17	54	81	15
20/02/2024	22	3	63	68	164	1
20/02/2024	23	3	30	56	101	1
21/02/2024	00	3	25	40	78	1
21/02/2024	01	3	12	32	51	2
21/02/2024	02	3	7	30	40	2
21/02/2024	03	5	3	22	27	3
21/02/2024	04	3	10	22	38	1
21/02/2024	05	3	7	25	35	1
21/02/2024	06	3	19	28	57	1
21/02/2024	07	4	60	42	134	1
21/02/2024	08	5	72	49	159	1
21/02/2024	09	6	67	52	155	6
21/02/2024	10	4	36	41	96	18
21/02/2024	11	3	14	25	45	40
21/02/2024	12	3	9	20	34	53
21/02/2024	13	3	5	14	22	68
21/02/2024	14	3	12	32	51	57
21/02/2024	15	5	8	22	34	67
21/02/2024	16	3	6	18	27	76
21/02/2024	17	3	7	23	34	70
21/02/2024	18	3	8	37	49	59
21/02/2024	19	3	9	42	55	46
21/02/2024	20	3	6	43	53	39
21/02/2024	21	3	5	69	76	11
21/02/2024	22	3	5	63	70	9
21/02/2024	23	3	7	56	66	7
22/02/2024	00	3	10	59	75	3
22/02/2024	01	3	10	52	67	2
22/02/2024	02	3	6	35	45	13
22/02/2024	03	3	3	9	14	40
22/02/2024	04	3	3	18	23	26
22/02/2024	05	3	4	33	40	14
22/02/2024	06	3	7	34	45	15
22/02/2024	07	4	65	52	152	3
22/02/2024	08	3	27	57	99	9
22/02/2024	09	3	11	25	42	29
22/02/2024	10	3	6	10	18	49
22/02/2024	11	3	4	4	9	66
22/02/2024	12	3	4	4	10	64
22/02/2024	13	3	4	4	9	68
22/02/2024	14	3	4	5	11	66
22/02/2024	15	3	4	4	10	68
22/02/2024	16	3	4	4	9	68
22/02/2024	17	3	4	4	9	68
22/02/2024	18	3	4	4	9	66
22/02/2024	19	3	4	4	9	64
22/02/2024	20	3	4	4	9	59
22/02/2024	21	3	4	4	9	59
22/02/2024	22	3	4	4	9	59
22/02/2024	23	3	4	4	9	61
23/02/2024	00	3	4	4	10	60
23/02/2024	01	3	4	4	9	62
23/02/2024	02	3	4	4	9	68
23/02/2024	03	3	4	4	9	82
23/02/2024	04	3	4	4	9	79
23/02/2024	05	3	3	4	9	77
23/02/2024	06	3	3	4	9	75
23/02/2024	07	3	3	14	19	63
23/02/2024	08	3	3	11	16	65
23/02/2024	09	3	3	5	10	72
23/02/2024	10	3	3	4	9	77
23/02/2024	11	3	4	4	9	76
23/02/2024	12	3	4	4	9	75
23/02/2024	13	3	4	4	9	77
23/02/2024	14	3	4	4	9	76
23/02/2024	15	3	4	4	9	78
23/02/2024	16	3	4	4	10	78
23/02/2024	17	3	4	4	9	75
23/02/2024	18	3	4	5	10	73
23/02/2024	19	3	4	11	16	65
23/02/2024	20	3	4	7	13	65
23/02/2024	21	3	4	4	9	70
23/02/2024	22	3	3	4	9	69
23/02/2024	23	3	3	4	9	65
24/02/2024	00	3	3	4	9	66
24/02/2024	01	3	3	4	9	67
24/02/2024	02	3	3	4	9	67
24/02/2024	03	3	3	4	9	67
24/02/2024	04	3	3	4	9	65
24/02/2024	05	3	3	4	9	67
24/02/2024	06	3	3	4	9	70
24/02/2024	07	3	3	4	9	69
24/02/2024	08	3	15	12	34	56
24/02/2024	09	3	3	4	9	66
24/02/2024	10	3	3	4	9	72
24/02/2024	11	3	3	4	9	75
24/02/2024	12	3	3	4	9	77
24/02/2024	13	3	4	4	10	78
24/02/2024	14	3	4	4	10	80
24/02/2024	15	3	4	4	9	83
24/02/2024	16	3	4	4	9	82
24/02/2024	17	3	4	4	9	81
24/02/2024	18	3	4	4	9	81
24/02/2024	19	3	4	6	12	73
24/02/2024	20	3	4	9	15	65
24/02/2024	21	3	3	12	17	61
24/02/2024	22	3	3	8	13	58
24/02/2024	23	3	3	15	20	47
25/02/2024	00	3	3	23	28	36
25/02/2024	01	3	3	20	25	32
25/02/2024	02	3	3	6	11	55
25/02/2024	03	3	3	4	9	65
25/02/2024	04	3	3	4	9	67
25/02/2024	05	3	3	4	9	68
25/02/2024	06	3	3	4	9	62
25/02/2024	07	3	3	4	9	67
25/02/2024	08	3	3	4	9	70
25/02/2024	09	3	3	4	9	72
25/02/2024	10	3	3	4	9	72
25/02/2024	11	3	3	4	9	69
25/02/2024	12	3	4	4	9	68
25/02/2024	13	5	4	4	9	68
25/02/2024	14	3	4	4	9	66
25/02/2024	15	3	4	4	9	65
25/02/2024	16	3	4	4	9	63
25/02/2024	17	3	4	4	9	62
25/02/2024	18	3	4	4	9	59
25/02/2024	19	3	4	4	9	59
25/02/2024	20	3	4	4	9	59
25/02/2024	21	3	4	4	9	59
25/02/2024	22	3	4	4	9	62
25/02/2024	23	3	4	5	10	60
26/02/2024	00	3	4	4	9	62
26/02/2024	01	3	4	4	9	62
26/02/2024	02	3	4	4	9	64
26/02/2024	03	3	4	4	9	64
26/02/2024	04	3	4	4	9	61
26/02/2024	05	3	4	4	9	61
26/02/2024	06	3	4	4	10	65
26/02/2024	07	3	4	11	17	65
26/02/2024	08	3	4	12	18	63
26/02/2024	09	3	4	8	13	67
26/02/2024	10	3	4	4	10	72
26/02/2024	11	3	4	4	9	69
26/02/2024	12	3	4	4	9	67
26/02/2024	13	3	4	4	9	70
26/02/2024	14	3	4	4	9	71
26/02/2024	15	3	4	4	9	71
26/02/2024	16	3	4	7	13	67
26/02/2024	17	3	5	15	22	64
26/02/2024	18	3	8	28	39	46
26/02/2024	19	3	4	11	16	63
26/02/2024	20	3	4	9	14	64
26/02/2024	21	3	4	6	11	64
26/02/2024	22	3	3	4	10	64
26/02/2024	23	3	3	4	9	57
27/02/2024	00	3	3	4	9	56
27/02/2024	01	3	3	4	9	71
27/02/2024	02	3	3	4	9	76
27/02/2024	03	3	3	4	9	76
27/02/2024	04	3	3	4	9	74
27/02/2024	05	3	3	4	9	73
27/02/2024	06	3	3	4	9	69
27/02/2024	07	3	3	7	12	60
27/02/2024	08	3	4	15	20	52
27/02/2024	09	3	4	12	19	56
27/02/2024	10	3	3	6	11	63
27/02/2024	11	3	3	5	10	62
27/02/2024	12	3	3	7	12	59
27/02/2024	13	3	5	8	16	57
27/02/2024	14	3	8	12	25	58
27/02/2024	15	3	5	6	13	64
27/02/2024	16	3	4	5	11	68
27/02/2024	17	3	4	6	12	67
27/02/2024	18	3	4	9	15	63
27/02/2024	19	3	4	10	15	62
27/02/2024	20	3	4	9	15	64
27/02/2024	21	3	3	4	9	75
27/02/2024	22	3	3	4	9	76
27/02/2024	23	3	3	4	9	81
28/02/2024	00	3	3	4	9	83
28/02/2024	01	3	3	4	9	81
28/02/2024	02	3	3	4	9	79
28/02/2024	03	3	3	4	9	79
28/02/2024	04	3	3	4	9	75
28/02/2024	05	3	3	6	10	64
28/02/2024	06	3	3	16	21	49
28/02/2024	07	3	10	61	76	7
28/02/2024	08	3	15	53	76	11
28/02/2024	09	3	19	49	78	17
28/02/2024	10	3	8	18	31	49
28/02/2024	11	3	4	5	10	71
28/02/2024	12	3	4	7	13	72
28/02/2024	13	3	5	10	17	74
28/02/2024	14	3	4	6	12	81
28/02/2024	15	3	5	11	18	82
28/02/2024	16	3	4	9	16	79
28/02/2024	17	3	4	10	16	78
28/02/2024	18	3	5	18	25	67
28/02/2024	19	3	8	46	58	38
28/02/2024	20	3	27	78	119	3
28/02/2024	21	3	23	70	104	2
28/02/2024	22	3	12	55	74	4
28/02/2024	23	3	11	49	65	11
29/02/2024	00	3	3	14	19	40
29/02/2024	01	3	3	5	10	51
29/02/2024	02	3	3	8	12	46
29/02/2024	03	3	3	5	10	48
29/02/2024	04	3	3	10	14	41
29/02/2024	05	3	3	11	15	45
29/02/2024	06	3	3	17	21	37
29/02/2024	07	3	9	45	59	9
29/02/2024	08	3	17	40	67	13
29/02/2024	09	3	7	15	25	40
29/02/2024	10	3	3	4	9	59
29/02/2024	11	3	4	4	9	68
29/02/2024	12	3	4	7	13	74
29/02/2024	13	3	4	6	12	78
29/02/2024	14	3	5	8	14	75
29/02/2024	15	3	13	20	40	69
29/02/2024	16	3	6	14	24	70
29/02/2024	17	3	5	12	20	75
29/02/2024	18	3	4	23	30	61
29/02/2024	19	3	12	52	70	32
29/02/2024	20	3	6	47	56	36
29/02/2024	21	3	4	35	42	39
