Red: Red de Vigilancia y Control de la Contaminación Atmosférica
Estación: 46250050-València - Bulevard Sud
	
FECHA	HORA	SO2	NO	NO2	NOx	O3
		µg/m³	µg/m³	µg/m³	µg/m³	µg/m³
01/04/2024	05	3	2	4	8	84
01/04/2024	06	3	2	4	8	77
01/04/2024	07	3	2	4	8	75
01/04/2024	08	3	3	4	8	79
01/04/2024	09	3	3	4	8	84
01/04/2024	10	3	3	4	9	86
01/04/2024	11	3	3	4	9	89
01/04/2024	12	3	3	4	9	90
01/04/2024	13	3	3	4	9	93
01/04/2024	14	3	3	4	9	96
01/04/2024	15	3	3	4	9	97
01/04/2024	16	3	3	4	9	96
01/04/2024	17	3	3	4	9	93
01/04/2024	18	3	3	4	9	90
01/04/2024	19	3	3	4	9	88
01/04/2024	20	3	3	4	9	84
01/04/2024	21	3	3	4	9	85
01/04/2024	22	3	3	4	9	75
01/04/2024	23	3	3	4	8	72
02/04/2024	00	3	3	6	11	63
02/04/2024	01	3	3	5	9	64
02/04/2024	02	3	3	4	8	66
02/04/2024	03	3	3	4	8	66
02/04/2024	04	3	3	4	8	61
02/04/2024	05	3	3	15	20	40
02/04/2024	06	3	9	30	43	19
02/04/2024	07	3	13	24	44	29
02/04/2024	08	3	6	16	25	41
02/04/2024	09	3	7	12	22	51
02/04/2024	10	3	4	6	12	68
02/04/2024	11	3	4	6	12	79
02/04/2024	12	3	12	23	42	66
02/04/2024	13	3	8	17	29	72
02/04/2024	14	3	4	7	13	93
02/04/2024	15	3	3	5	10	95
02/04/2024	16	3	3	5	10	96
02/04/2024	17	3	4	13	19	84
02/04/2024	18	3	4	17	22	72
02/04/2024	19	3	5	22	29	62
02/04/2024	20	3	3	10	14	73
02/04/2024	21	3	3	13	18	65
02/04/2024	22	3	3	30	35	36
02/04/2024	23	3	4	37	43	21
03/04/2024	00	3	8	32	45	16
03/04/2024	01	3	8	29	41	13
03/04/2024	02	3	6	32	41	5
03/04/2024	03	3	4	28	34	6
03/04/2024	04	3	4	17	22	25
03/04/2024	05	3	11	17	33	31
03/04/2024	06	4	66	61	161	2
03/04/2024	07	3	7	29	40	32
03/04/2024	11	3	3	4	9	82
03/04/2024	12	3	3	4	9	84
03/04/2024	13	3	3	4	9	86
03/04/2024	14	3	3	4	9	89
03/04/2024	15	3	3	4	9	91
03/04/2024	16	3	3	4	9	93
03/04/2024	17	3	3	6	12	86
03/04/2024	18	3	3	10	15	80
03/04/2024	19	3	3	17	22	63
03/04/2024	20	3	3	42	46	27
03/04/2024	21	3	3	19	24	48
03/04/2024	22	3	3	21	26	54
03/04/2024	23	3	3	14	19	62
04/04/2024	00	3	3	32	37	28
04/04/2024	01	3	3	39	44	17
04/04/2024	02	3	3	14	19	34
04/04/2024	03	3	5	24	31	14
04/04/2024	04	3	4	31	37	8
04/04/2024	05	3	8	33	44	7
04/04/2024	06	3	21	48	81	5
04/04/2024	07	4	64	55	153	4
04/04/2024	08	4	39	43	103	15
04/04/2024	09	3	16	33	58	33
04/04/2024	10	3	23	39	75	39
04/04/2024	11	3	19	35	64	45
04/04/2024	12	3	11	25	42	63
04/04/2024	13	3	6	9	18	86
04/04/2024	14	3	4	10	16	86
04/04/2024	15	3	4	10	16	91
04/04/2024	16	3	5	20	28	89
04/04/2024	17	3	7	31	42	78
04/04/2024	18	3	6	33	43	73
04/04/2024	19	3	4	25	30	75
04/04/2024	20	3	4	14	19	84
04/04/2024	21	3	3	12	17	83
04/04/2024	22	3	3	5	10	89
04/04/2024	23	3	3	4	9	87
05/04/2024	00	3	3	4	9	82
05/04/2024	01	3	3	4	9	78
05/04/2024	02	3	3	8	12	63
05/04/2024	03	3	3	15	20	45
05/04/2024	04	3	9	27	40	20
05/04/2024	05	3	10	40	55	6
05/04/2024	06	4	61	49	142	1
05/04/2024	07	5	101	47	202	2
05/04/2024	08	3	40	37	99	11
05/04/2024	09	3	14	33	55	40
05/04/2024	10	3	22	45	79	39
05/04/2024	11	3	8	25	38	70
05/04/2024	12	4	8	19	32	80
05/04/2024	13	3	6	15	23	91
05/04/2024	14	3	6	19	28	86
05/04/2024	15	3	6	22	30	85
05/04/2024	16	3	6	22	31	86
05/04/2024	17	3	5	16	24	89
05/04/2024	18	3	4	14	20	95
05/04/2024	19	3	4	19	25	88
05/04/2024	20	3	4	18	23	86
05/04/2024	21	6	3	22	27	81
05/04/2024	22	3	3	26	31	68
05/04/2024	23	3	3	35	41	38
06/04/2024	00	3	3	30	35	28
06/04/2024	01	3	3	36	40	19
06/04/2024	02	3	4	37	43	3
06/04/2024	03	3	3	21	26	24
06/04/2024	04	3	3	13	18	46
06/04/2024	05	3	3	22	27	22
06/04/2024	06	3	6	35	43	10
06/04/2024	07	3	5	24	31	18
06/04/2024	08	3	4	23	30	28
06/04/2024	09	3	4	19	24	49
06/04/2024	10	3	3	14	19	74
06/04/2024	11	3	3	5	10	96
06/04/2024	12	3	3	8	12	103
06/04/2024	13	3	3	7	12	104
06/04/2024	14	3	3	8	13	96
06/04/2024	15	3	3	4	9	104
06/04/2024	16	3	3	4	9	109
06/04/2024	17	3	3	5	9	108
06/04/2024	18	3	3	4	9	106
06/04/2024	19	3	3	5	10	106
06/04/2024	20	3	3	6	11	104
06/04/2024	21	3	3	5	10	102
06/04/2024	22	3	3	5	10	96
06/04/2024	23	3	3	7	12	88
07/04/2024	00	6	3	5	10	83
07/04/2024	01	3	3	4	9	88
07/04/2024	02	3	3	7	11	82
07/04/2024	03	3	3	11	16	69
07/04/2024	04	3	3	6	11	69
07/04/2024	05	3	3	5	10	63
07/04/2024	06	3	3	7	11	53
07/04/2024	07	3	3	7	11	47
07/04/2024	08	3	3	8	12	54
07/04/2024	09	3	3	5	10	64
07/04/2024	10	3	3	4	9	76
07/04/2024	11	3	3	8	13	76
07/04/2024	12	3	3	11	15	77
07/04/2024	13	4	3	10	14	77
07/04/2024	14	3	3	7	12	90
07/04/2024	15	3	3	6	10	97
07/04/2024	16	3	3	10	15	96
07/04/2024	17	3	3	8	12	99
07/04/2024	18	3	3	9	13	95
07/04/2024	19	3	3	10	15	93
07/04/2024	20	3	3	7	12	95
07/04/2024	21	3	3	6	11	94
07/04/2024	22	3	3	10	14	86
07/04/2024	23	3	3	10	15	74
08/04/2024	00	3	3	9	14	66
08/04/2024	01	3	3	7	12	52
08/04/2024	02	3	3	9	14	53
08/04/2024	03	3	3	6	11	49
08/04/2024	04	3	3	10	14	41
08/04/2024	05	3	6	27	36	18
08/04/2024	06	3	7	33	43	11
08/04/2024	07	3	5	40	48	20
08/04/2024	08	3	6	40	50	32
08/04/2024	09	3	12	43	61	31
08/04/2024	10	3	8	30	42	44
08/04/2024	11	3	15	36	59	43
08/04/2024	12	3	4	14	20	73
08/04/2024	13	3	4	10	17	70
08/04/2024	14	3	3	4	9	83
08/04/2024	15	3	3	4	9	90
08/04/2024	16	3	3	4	9	89
08/04/2024	17	3	3	4	9	90
08/04/2024	18	3	3	4	9	89
08/04/2024	19	3	3	4	8	81
08/04/2024	20	3	3	4	9	74
08/04/2024	21	3	3	4	9	76
08/04/2024	22	3	3	4	9	81
08/04/2024	23	3	3	4	9	84
09/04/2024	00	3	3	4	9	92
09/04/2024	01	3	3	4	9	92
09/04/2024	02	3	3	4	9	89
09/04/2024	03	3	3	4	9	91
09/04/2024	04	3	3	4	9	83
09/04/2024	05	3	3	11	16	64
09/04/2024	06	3	6	27	35	51
09/04/2024	07	3	9	32	45	44
09/04/2024	08	3	5	10	17	68
09/04/2024	09	3	3	4	9	81
09/04/2024	10	3	3	5	9	84
09/04/2024	11	3	3	5	9	84
09/04/2024	12	3	3	4	9	89
09/04/2024	13	3	3	4	9	92
09/04/2024	14	3	3	4	9	93
09/04/2024	15	3	3	7	12	91
09/04/2024	16	3	6	13	21	81
09/04/2024	17	3	8	25	37	69
09/04/2024	18	3	4	10	16	82
09/04/2024	19	3	3	5	10	91
09/04/2024	20	3	3	16	20	75
09/04/2024	21	3	3	13	18	76
09/04/2024	22	3	4	37	43	49
09/04/2024	23	3	3	45	50	20
10/04/2024	00	3	3	38	43	11
10/04/2024	01	3	3	21	26	26
10/04/2024	02	3	3	6	10	54
10/04/2024	03	3	3	5	10	61
10/04/2024	04	3	3	11	15	41
10/04/2024	05	3	3	21	25	25
10/04/2024	06	3	11	48	64	6
10/04/2024	07	3	11	40	57	17
10/04/2024	08	3	7	22	32	40
10/04/2024	09	3	3	5	10	71
10/04/2024	10	5	3	4	8	81
10/04/2024	11	3	3	4	9	89
10/04/2024	12	3	3	4	9	98
10/04/2024	13	3	3	7	12	97
10/04/2024	14	3	4	6	11	100
10/04/2024	15	3	3	5	10	102
10/04/2024	16	3	3	7	12	102
10/04/2024	17	3	5	24	31	89
10/04/2024	18	3	5	39	47	72
10/04/2024	19	3	5	53	60	57
10/04/2024	20	3	3	45	50	55
10/04/2024	21	3	3	31	36	63
10/04/2024	22	3	3	28	34	58
10/04/2024	23	3	3	13	18	78
11/04/2024	00	3	3	15	20	61
11/04/2024	01	3	3	24	29	30
11/04/2024	02	3	3	23	28	26
11/04/2024	03	3	5	30	38	19
11/04/2024	04	3	9	31	45	15
11/04/2024	05	3	39	46	106	1
11/04/2024	06	4	45	52	121	12
11/04/2024	07	3	13	38	57	37
11/04/2024	08	4	7	22	33	59
11/04/2024	09	4	5	12	19	75
11/04/2024	10	3	4	5	10	86
11/04/2024	11	3	4	6	12	84
11/04/2024	12	3	4	8	13	87
11/04/2024	13	3	5	10	17	87
11/04/2024	14	3	4	8	14	87
11/04/2024	15	3	4	8	14	85
11/04/2024	16	3	5	9	17	86
11/04/2024	17	3	3	8	13	89
11/04/2024	18	3	3	6	12	90
11/04/2024	19	3	3	14	18	83
11/04/2024	20	3	3	37	42	52
11/04/2024	21	3	3	61	67	20
11/04/2024	22	3	6	77	86	7
11/04/2024	23	3	5	70	77	11
12/04/2024	00	3	4	42	48	6
12/04/2024	01	3	4	31	36	7
12/04/2024	02	3	3	17	22	20
12/04/2024	03	3	3	27	31	8
12/04/2024	04	3	3	24	28	12
12/04/2024	05	3	5	34	41	11
12/04/2024	06	3				
12/04/2024	07	3				
12/04/2024	08	4				
12/04/2024	09	4				
12/04/2024	10	3	4	10	17	78
12/04/2024	11	3	3	6	11	94
12/04/2024	12	3	3	8	13	98
12/04/2024	13	3	3	9	15	97
12/04/2024	14	3	4	9	15	91
12/04/2024	15	3	4	8	13	91
12/04/2024	16	3	3	6	11	94
12/04/2024	17	3	4	13	18	84
12/04/2024	18	3	3	16	21	78
12/04/2024	19	3	3	25	30	67
12/04/2024	20	3	3	25	30	65
12/04/2024	21	3	3	38	43	36
12/04/2024	22	3	19	75	104	2
12/04/2024	23	3	10	54	70	2
13/04/2024	00	3	8	41	53	2
13/04/2024	01	3	3	36	41	9
13/04/2024	02	3	3	19	24	24
13/04/2024	03	3	3	15	20	30
13/04/2024	04	3	3	20	24	23
13/04/2024	05	3	3	22	26	22
13/04/2024	06	3	6	37	46	10
13/04/2024	07	3	13	37	58	16
13/04/2024	08	3	6	16	25	51
13/04/2024	09	3	4	9	14	71
13/04/2024	10	3	3	8	13	87
13/04/2024	11	3	3	9	14	98
13/04/2024	12	3	4	10	16	101
13/04/2024	13	3	4	9	14	101
13/04/2024	14	3	3	5	10	109
13/04/2024	15	3	3	4	9	110
13/04/2024	16	3	3	4	9	109
13/04/2024	17	3	3	7	11	107
13/04/2024	18	3	3	8	13	106
13/04/2024	19	3	3	42	47	63
13/04/2024	20	4	7	100	111	5
13/04/2024	21	4	12	98	117	3
13/04/2024	22	4	11	83	100	7
13/04/2024	23	3	6	58	68	7
14/04/2024	00	3	3	33	38	21
14/04/2024	01	3	3	16	21	40
14/04/2024	02	3	3	19	23	48
14/04/2024	03	3	3	13	18	42
14/04/2024	04	3	3	14	18	31
14/04/2024	05	3	3	8	13	38
14/04/2024	06	3	3	14	19	30
14/04/2024	07	3	3	9	13	46
14/04/2024	08	4	3	9	14	55
14/04/2024	09	3	3	8	12	69
14/04/2024	10	3	3	4	9	98
14/04/2024	11	3	3	4	9	112
14/04/2024	12	3	3	5	10	120
14/04/2024	13	3	4	5	10	112
14/04/2024	14	3	4	4	9	115
14/04/2024	15	3	3	4	9	116
14/04/2024	16	3	3	5	10	110
14/04/2024	17	3	3	6	11	112
14/04/2024	18	3	3	16	21	99
14/04/2024	19	3	3	16	21	95
14/04/2024	20	3	3	28	32	79
14/04/2024	21	3	3	14	19	93
14/04/2024	22	3	3	20	25	71
14/04/2024	23	3	3	33	38	32
15/04/2024	00	3	3	22	26	33
15/04/2024	01	3	3	14	19	45
15/04/2024	02	3	3	13	18	40
15/04/2024	03	3	3	17	22	30
15/04/2024	04	3	3	29	35	20
15/04/2024	05	3	6	43	53	14
15/04/2024	06	5	85	66	197	1
15/04/2024	07	5	96	67	214	3
15/04/2024	08	4	54	64	146	11
15/04/2024	09	4	49	71	146	16
15/04/2024	10	4	42	61	125	28
15/04/2024	11	3	6	18	27	84
15/04/2024	12	4	11	33	51	75
15/04/2024	13	4	9	29	43	84
15/04/2024	14	4	8	30	43	86
15/04/2024	15	3	5	20	28	91
15/04/2024	16	3	5	24	31	93
15/04/2024	17	3	9	38	51	71
15/04/2024	18	3	6	41	50	70
15/04/2024	19	3	5	43	50	66
15/04/2024	20	3	3	42	47	59
15/04/2024	21	3	5	33	40	66
15/04/2024	22	3	3	16	21	87
15/04/2024	23	3	3	9	14	89
16/04/2024	00	3	3	25	30	51
16/04/2024	01	3	3	29	33	21
16/04/2024	02	3	3	17	22	29
16/04/2024	03	3	3	27	32	11
16/04/2024	04	3	6	32	41	7
16/04/2024	05	6	22	44	78	2
16/04/2024	06	4	72	56	166	2
16/04/2024	07	4	58	60	149	5
16/04/2024	08	5	57	59	146	11
16/04/2024	09	5	13	30	50	54
16/04/2024	10	8	15	37	60	65
16/04/2024	11	4	4	10	15	107
16/04/2024	12	3	4	7	13	93
16/04/2024	13	3	3	4	9	91
16/04/2024	14	3	3	5	10	91
16/04/2024	15	3	5	11	18	77
16/04/2024	16	3	6	15	23	75
16/04/2024	17	3	5	13	21	77
16/04/2024	18	3	3	6	11	87
16/04/2024	19	3	3	33	38	62
16/04/2024	20	3	3	24	29	62
16/04/2024	21	3	3	16	21	69
16/04/2024	22	3	3	14	19	68
16/04/2024	23	3	3	5	10	78
17/04/2024	00	3	3	4	9	86
17/04/2024	01	3	3	4	9	70
17/04/2024	02	3	3	15	20	38
17/04/2024	03	5	3	19	24	13
17/04/2024	04	3	3	25	29	10
17/04/2024	05	3	10	37	52	3
17/04/2024	06	3	54	48	130	1
17/04/2024	07	4	58	46	134	5
17/04/2024	08	3	15	36	58	28
17/04/2024	09	5	7	16	27	57
17/04/2024	10	3	4	8	14	69
17/04/2024	11	3	3	4	9	89
17/04/2024	12	3	3	6	11	90
17/04/2024	13	5	3	4	9	98
17/04/2024	14	3	3	5	10	99
17/04/2024	15	3	4	5	10	97
17/04/2024	16	3	3	5	10	95
17/04/2024	17	3	3	7	12	93
17/04/2024	18	3	3	7	12	92
17/04/2024	19	3	4	21	28	77
17/04/2024	20	3	3	24	29	69
17/04/2024	21	3	3	20	25	69
17/04/2024	22	3	3	30	35	53
17/04/2024	23	3	3	12	17	76
18/04/2024	00	3	4	23	30	35
18/04/2024	01	3	4	34	40	8
18/04/2024	02	3	3	22	26	18
18/04/2024	03	3	3	20	25	14
18/04/2024	04	3	3	25	29	14
18/04/2024	05	3	6	32	40	4
18/04/2024	06	3	39	46	106	2
18/04/2024	07	4	61	47	141	3
18/04/2024	08	3	19	33	62	27
18/04/2024	09	4	7	16	27	60
18/04/2024	10	3	5	11	18	77
18/04/2024	11	3	4	8	14	87
18/04/2024	12	3	5	8	16	86
18/04/2024	13	3	3	5	10	96
18/04/2024	14	3	4	6	12	96
18/04/2024	15	3	3	6	11	100
18/04/2024	16	3	4	8	14	97
18/04/2024	17	3	3	6	11	101
18/04/2024	18	3	3	14	19	87
18/04/2024	19	3	4	30	37	63
18/04/2024	20	3	3	8	13	83
18/04/2024	21	3	3	25	30	60
18/04/2024	22	3	3	15	20	70
18/04/2024	23	3	3	9	14	69
19/04/2024	00	3	3	8	13	70
19/04/2024	01	3	3	13	18	32
19/04/2024	02	3	3	17	22	25
19/04/2024	03	3	3	5	10	65
19/04/2024	04	3	3	4	9	69
19/04/2024	05	3	3	10	14	58
19/04/2024	06	3	14	42	63	19
19/04/2024	09	3	8	17	29	63
19/04/2024	10	3	3	5	10	87
19/04/2024	11	3	3	6	11	88
19/04/2024	12	3	4	6	11	89
19/04/2024	13	3	4	6	12	90
19/04/2024	14	3	4	6	11	92
19/04/2024	15	3	3	5	9	95
19/04/2024	16	3	4	5	11	94
19/04/2024	17	3	3	5	10	95
19/04/2024	18	3	3	6	11	94
19/04/2024	19	3	3	6	11	91
19/04/2024	20	3	3	9	14	85
19/04/2024	21	3	3	9	14	85
19/04/2024	22	3	3	17	22	72
19/04/2024	23	3	3	16	20	56
20/04/2024	00	3	3	5	9	74
20/04/2024	01	3	3	6	11	57
20/04/2024	02	3	3	4	8	62
20/04/2024	03	3	3	6	11	47
20/04/2024	04	3	3	9	13	34
20/04/2024	05	3	5	31	39	13
20/04/2024	06	3	18	39	67	3
20/04/2024	07	3	21	33	64	14
20/04/2024	08	3	8	14	26	39
20/04/2024	09	3	4	9	16	62
20/04/2024	10	3	5	12	20	78
20/04/2024	11	4	9	22	36	70
20/04/2024	12	4	4	10	15	95
20/04/2024	13	3	4	7	14	96
20/04/2024	14	3	3	6	12	102
20/04/2024	15	3	3	4	9	110
20/04/2024	16	3	3	4	9	113
20/04/2024	17	3	3	4	9	110
20/04/2024	18	3	3	5	9	112
20/04/2024	19	5	3	7	12	108
20/04/2024	20	3	3	19	25	88
20/04/2024	21	3	3	21	26	87
20/04/2024	22	3	3	19	24	85
20/04/2024	23	3	3	28	33	63
21/04/2024	00	3	3	45	50	16
21/04/2024	01	3	3	34	38	15
21/04/2024	02	3	3	8	12	47
21/04/2024	03	3	3	10	15	40
21/04/2024	04	3	3	4	8	51
21/04/2024	05	3	3	4	8	53
21/04/2024	06	3	3	12	16	48
21/04/2024	07	3	3	8	12	56
21/04/2024	08	3	3	4	9	69
21/04/2024	09	3	3	4	9	98
21/04/2024	10	3	3	4	9	108
21/04/2024	11	3	3	4	9	110
21/04/2024	12	3	3	5	10	108
21/04/2024	13	3	3	4	9	110
21/04/2024	14	3	3	4	8	115
21/04/2024	15	3	3	4	9	116
21/04/2024	16	3	3	4	8	112
21/04/2024	17	3	3	4	9	109
21/04/2024	18	3	3	5	9	106
21/04/2024	19	3	3	11	16	93
21/04/2024	20	3	3	22	27	68
21/04/2024	21	3	3	11	16	73
21/04/2024	22	3	3	4	9	81
21/04/2024	23	3	3	4	9	82
22/04/2024	00	3	3	4	8	84
22/04/2024	01	3	3	4	9	87
22/04/2024	02	3	3	4	9	83
22/04/2024	03	3	3	4	9	81
22/04/2024	04	3	3	4	8	80
22/04/2024	05	3	3	6	10	74
22/04/2024	06	3	9	34	48	38
22/04/2024	07	3	17	45	71	19
22/04/2024	08	3	9	25	39	46
22/04/2024	09	3	4	8	13	74
22/04/2024	10	3	4	7	14	75
22/04/2024	11	3	4	5	11	78
22/04/2024	12	3	3	5	10	87
22/04/2024	13	3	4	5	10	87
22/04/2024	14	3	4	5	11	87
22/04/2024	15	3	3	6	10	89
22/04/2024	16	3	3	6	12	91
22/04/2024	17	3	3	8	13	89
22/04/2024	18	3	3	9	14	89
22/04/2024	19	3	3	7	11	92
22/04/2024	20	3	3	4	8	96
22/04/2024	21	3	3	4	8	91
22/04/2024	22	3	3	4	8	84
22/04/2024	23	5	3	6	11	74
23/04/2024	00	3	3	14	19	46
23/04/2024	01	3	3	4	8	85
23/04/2024	02	3	3	4	8	93
23/04/2024	03	3	3	4	8	94
23/04/2024	04	3	3	5	9	81
23/04/2024	05	3	3	10	14	63
23/04/2024	06	3	3	21	25	61
23/04/2024	07	3	5	27	35	52
23/04/2024	08	3	4	9	16	76
23/04/2024	09	3	3	4	9	91
23/04/2024	10	3	3	4	9	99
23/04/2024	11	3	4	7	12	94
23/04/2024	12	3	4	6	12	96
23/04/2024	13	3	4	7	13	99
23/04/2024	14	3	3	6	11	105
23/04/2024	15	3	4	5	11	106
23/04/2024	16	3	4	9	15	100
23/04/2024	17	3	4	9	15	100
23/04/2024	18	3	3	9	15	100
23/04/2024	19	3	4	12	17	96
23/04/2024	20	3	3	13	19	90
23/04/2024	21	3	4	16	21	78
23/04/2024	22	3	3	7	13	74
23/04/2024	23	3	3	4	9	81
24/04/2024	00	3	3	4	9	85
24/04/2024	01	3	3	4	9	90
24/04/2024	02	3	3	4	9	97
24/04/2024	03	3	3	4	8	95
24/04/2024	04	3	3	6	10	80
24/04/2024	05	3	3	15	19	64
24/04/2024	06	3	3	26	31	49
24/04/2024	07	3	9	39	52	37
24/04/2024	08	3	7	13	24	68
24/04/2024	09	3	3	4	9	91
24/04/2024	10	3	3	4	9	101
24/04/2024	11	3	4	5	11	98
24/04/2024	12	3	5	7	14	97
24/04/2024	13	3	4	8	14	102
24/04/2024	14	3	4	6	12	105
24/04/2024	15	3	3	4	9	110
24/04/2024	16	3	4	7	13	107
24/04/2024	17	3	4	6	12	107
24/04/2024	18	3	3	8	14	104
24/04/2024	19	3	4	13	18	96
24/04/2024	20	3	3	28	33	74
24/04/2024	21	3	4	11	17	85
24/04/2024	22	3	3	7	12	91
24/04/2024	23	3	3	6	11	89
25/04/2024	00	4	3	5	10	83
25/04/2024	01	5	3	4	9	72
25/04/2024	02	3	3	5	10	65
25/04/2024	03	3	3	7	12	56
25/04/2024	04	3	3	17	22	38
25/04/2024	05	3	5	40	48	15
25/04/2024	06	3	34	61	114	3
25/04/2024	07	4	41	55	117	10
25/04/2024	08	4	32	54	103	19
25/04/2024	09	5	17	36	62	50
25/04/2024	10	4	6	11	20	78
25/04/2024	11	3	5	9	16	82
25/04/2024	12	3	6	11	21	82
25/04/2024	13	3	6	10	19	85
25/04/2024	14	3	4	8	15	91
25/04/2024	15	3	4	9	16	93
25/04/2024	16	3	5	9	16	89
25/04/2024	17	3	4	7	13	96
25/04/2024	18	3	3	5	11	96
25/04/2024	19	3	4	8	13	92
25/04/2024	20	3	3	6	11	90
25/04/2024	21	3	3	6	11	88
25/04/2024	22	3	3	4	9	87
25/04/2024	23	3	3	4	9	88
26/04/2024	00	3	3	4	9	86
26/04/2024	01	3	3	4	9	88
26/04/2024	02	3	3	4	9	76
26/04/2024	03	3	3	5	10	58
26/04/2024	04	3	3	17	22	31
26/04/2024	05		3	33	38	11
26/04/2024	06	4	19	45	75	5
26/04/2024	07	3	21	36	67	13
26/04/2024	08	4	16	26	50	37
26/04/2024	09	3	3	5	10	82
26/04/2024	10	3	4	11	17	84
26/04/2024	11	3	4	9	16	94
26/04/2024	12	3	7	19	30	86
26/04/2024	13	3	5	14	22	94
26/04/2024	14	3	5	13	21	93
26/04/2024	15	3	5	9	16	100
26/04/2024	16	3	4	6	11	111
26/04/2024	17	3	4	14	19	99
26/04/2024	18	3	5	22	30	86
26/04/2024	19	3	3	20	25	86
26/04/2024	20	3	3	6	11	102
26/04/2024	21	3	3	4	9	107
26/04/2024	22	3	3	4	9	110
26/04/2024	23	3	3	4	9	108
27/04/2024	00	3	3	4	9	98
27/04/2024	01	3	3	4	9	108
27/04/2024	02	3	3	4	9	92
27/04/2024	03	3	3	12	17	42
27/04/2024	04	3	3	6	11	49
27/04/2024	05	3	3	14	19	33
27/04/2024	06	3	3	27	32	20
27/04/2024	07	3	3	13	18	46
27/04/2024	08	3	3	6	11	82
27/04/2024	09	3	3	4	9	98
27/04/2024	10	3	3	5	10	100
27/04/2024	11	3	4	5	11	100
27/04/2024	12	3	4	5	11	100
27/04/2024	13	3	4	6	11	96
27/04/2024	14	3	3	4	10	103
27/04/2024	15	3	3	21	26	77
27/04/2024	16	3	3	4	9	90
27/04/2024	17	3	3	4	9	94
27/04/2024	18	3	3	4	9	99
27/04/2024	19	3	3	4	9	94
27/04/2024	20	3	3	6	11	83
27/04/2024	21	3	3	12	17	63
27/04/2024	22	3	3	14	20	57
27/04/2024	23	3	3	10	15	60
28/04/2024	00	3	3	5	10	64
28/04/2024	01	3	3	8	13	50
28/04/2024	02	3	3	4	9	68
28/04/2024	03	3	3	4	9	67
28/04/2024	04	3	3	4	9	68
28/04/2024	05	3	3	4	9	69
28/04/2024	06	3	3	4	9	63
28/04/2024	07	3	3	4	9	54
28/04/2024	08	3	3	4	9	60
28/04/2024	09	3	3	4	9	68
28/04/2024	10	3	3	4	9	73
28/04/2024	11	3	3	6	11	77
28/04/2024	12	3	3	5	10	78
28/04/2024	13	3	3	5	10	82
28/04/2024	14	3	3	4	9	88
28/04/2024	15	3	3	4	9	93
28/04/2024	16	3	3	4	9	93
28/04/2024	17	3	3	5	10	98
28/04/2024	18	3	3	7	12	97
28/04/2024	19	3	3	5	10	99
28/04/2024	20	3	3	11	16	85
28/04/2024	21	3	3	10	15	93
28/04/2024	22	3	3	4	9	100
28/04/2024	23	3	3	4	9	94
29/04/2024	00	3	3	5	10	83
29/04/2024	01	3	3	4	9	89
29/04/2024	02	3	3	4	9	98
29/04/2024	03	3	3	4	9	103
29/04/2024	04	3	3	4	9	104
29/04/2024	05	3	3	19	24	74
29/04/2024	06	3	3	42	48	45
29/04/2024	07	3	4	27	33	63
29/04/2024	08	3	3	27	32	61
29/04/2024	09	3	5	34	41	59
29/04/2024	10	3	3	18	23	70
29/04/2024	11	3	3	16	21	70
29/04/2024	12	3	4	15	21	75
29/04/2024	13	3	4	11	17	67
29/04/2024	14	3	6	15	24	64
29/04/2024	15	3	4	21	28	58
29/04/2024	16	3	6	27	36	54
29/04/2024	17	3	4	9	15	74
29/04/2024	18	3	3	6	11	74
29/04/2024	19	3	3	5	10	74
29/04/2024	20	3	3	8	13	68
29/04/2024	21	3	3	13	18	60
29/04/2024	22	3	3	9	14	53
29/04/2024	23	3	3	4	9	53
30/04/2024	00	3	3	4	9	45
30/04/2024	01	3	3	6	11	27
30/04/2024	02	3	3	10	15	13
30/04/2024	03	3	3	7	12	26
30/04/2024	04	3	3	13	17	19
30/04/2024	05	3	10	24	39	4
30/04/2024	06	3	47	33	105	2
30/04/2024	07	3	30	31	76	10
30/04/2024	08	3	8	11	24	36
30/04/2024	09	3	4	5	11	51
30/04/2024	10	3	3	4	9	67
30/04/2024	11	3	3	4	9	86
30/04/2024	12	3	3	4	9	92
30/04/2024	13	3	3	6	11	91
30/04/2024	14	3	3	6	11	89
30/04/2024	15	3	3	4	9	88
30/04/2024	16	3	3	4	9	91
30/04/2024	17	3	3	4	9	96
30/04/2024	18	3	3	4	9	88
30/04/2024	19	3	3	11	16	71
30/04/2024	20	3	3	5	10	82
30/04/2024	21	3	3	17	22	59
30/04/2024	22	3	3	10	15	62
30/04/2024	23	3	3	17	22	37
01/05/2024	00	3	3	4	9	61
01/05/2024	01	3	3	4	9	69
01/05/2024	02	3	3	4	9	67
01/05/2024	03	3	3	4	9	63
01/05/2024	04	3	3	4	9	63
01/05/2024	05	3	3	4	9	67
01/05/2024	06	3	3	4	9	68
01/05/2024	07	3	3	4	9	91
01/05/2024	08	3	3	4	9	98
01/05/2024	09	3	3	4	9	95
01/05/2024	10	3	3	4	9	98
01/05/2024	11	3	3	4	9	97
01/05/2024	12	3	3	4	9	95
01/05/2024	13	3	3	4	9	101
01/05/2024	14	3	3	4	9	101
01/05/2024	15	3	3	4	9	102
01/05/2024	16	3	3	4	9	102
01/05/2024	17	3	3	4	9	96
01/05/2024	18	3	3	4	9	93
01/05/2024	19	3	3	4	9	90
01/05/2024	20	3	3	4	9	85
01/05/2024	21	3	3	4	9	87
